PWDR PG3_45611.gsa Bank 1 Mn3Ga_monoclinic  Reflection List 
   h   k   l   m   d-space       TOF       wid     Fo**2     Fc**2     Icorr      Prfo     Trans      ExtP      I100 
   4   4  -6   4   0.67972  15346.14  24.85935     0.005     0.005   130.366     0.196     0.113     0.961     0.000
   3   3   4   4   0.67969  15345.34  24.85703     3.890     3.625   130.339     0.196     0.113     0.961     0.218
   2   4  -6   4   0.67946  15340.27  24.84232     0.636     0.591   130.167     0.196     0.113     0.960     0.036
   8   0  -4   2   0.67837  15315.50  24.77058     0.433     0.369    64.664     0.196     0.113     0.959     0.012
   4   0   4   2   0.67733  15292.21  24.70332     0.174     0.144    64.272     0.197     0.113     0.957     0.005
   5   5  -2   4   0.67669  15277.59  24.66122     2.903     2.426   128.053     0.197     0.114     0.957     0.160
   3   5   2   4   0.67634  15269.87  24.63902     2.701     2.270   127.794     0.197     0.114     0.956     0.149
   5   5  -3   4   0.67541  15248.67  24.57816     4.085     3.550   127.086     0.197     0.114     0.955     0.223
   7   0   0   2   0.67520  15243.97  24.56471     2.463     2.157    63.465     0.197     0.114     0.954     0.067
   2   5   3   4   0.67496  15238.60  24.54931     3.611     3.177   126.750     0.197     0.114     0.954     0.197
   7   2  -6   4   0.67479  15234.66  24.53804     1.642     1.444   126.619     0.197     0.114     0.954     0.089
   1   2   6   4   0.67377  15211.73  24.47256     2.015     1.771   125.859     0.198     0.114     0.952     0.109
   8   0  -3   2   0.67323  15199.50  24.43769     0.297     0.262    62.727     0.198     0.114     0.952     0.008
   5   0   3   2   0.67241  15180.99  24.38506     0.178     0.161    62.422     0.198     0.115     0.950     0.005
   4   3  -7   4   0.67140  15158.25  24.32057     2.865     2.753   124.098     0.198     0.115     0.949     0.153
   3   3  -7   4   0.67126  15154.95  24.31123     3.290     3.162   123.990     0.198     0.115     0.949     0.176
   6   2  -7   4   0.67123  15154.30  24.30938     1.252     1.202   123.969     0.199     0.115     0.949     0.067
   3   5  -5   4   0.67102  15149.67  24.29629     3.180     3.035   123.818     0.199     0.115     0.949     0.169
   2   5  -5   4   0.67092  15147.32  24.28963     2.981     2.831   123.741     0.199     0.115     0.948     0.159
   1   2  -7   4   0.67050  15137.84  24.26284     1.648     1.520   123.431     0.199     0.115     0.948     0.088
   8   1  -4   4   0.67023  15131.73  24.24561     0.014     0.013   123.232     0.199     0.115     0.947     0.001
   3   6  -1   4   0.67020  15131.06  24.24373     1.590     1.443   123.211     0.199     0.115     0.947     0.084
   2   6   1   4   0.67009  15128.72  24.23712     1.394     1.260   123.134     0.199     0.115     0.947     0.074
   7   3  -2   4   0.66980  15122.07  24.21838     0.258     0.233   122.918     0.199     0.115     0.947     0.014
   3   6  -2   4   0.66945  15114.19  24.19617     0.840     0.767   122.662     0.199     0.115     0.946     0.044
   5   3   2   4   0.66930  15110.85  24.18678     0.320     0.294   122.554     0.199     0.115     0.946     0.017
   1   6   2   4   0.66928  15110.45  24.18565     0.720     0.662   122.540     0.199     0.115     0.946     0.038
   4   1   4   4   0.66923  15109.27  24.18232     0.597     0.550   122.502     0.199     0.115     0.946     0.031
   8   0  -5   2   0.66922  15108.92  24.18134     1.790     1.650    61.245     0.199     0.115     0.946     0.047
   6   4  -1   4   0.66841  15090.64  24.13000     1.714     1.677   121.899     0.199     0.115     0.945     0.090
   5   4   1   4   0.66818  15085.52  24.11565     2.015     2.019   121.734     0.199     0.116     0.945     0.106
   2   6  -3   4   0.66811  15083.86  24.11098     0.862     0.871   121.680     0.199     0.116     0.944     0.045
   3   0   5   2   0.66808  15083.30  24.10942     2.004     2.029    60.831     0.199     0.116     0.944     0.052
   1   6  -3   4   0.66804  15082.46  24.10707     0.871     0.886   121.635     0.199     0.116     0.944     0.046
   7   1   0   4   0.66717  15062.73  24.05186     1.656     1.814   121.000     0.200     0.116     0.943     0.086
   4   0  -8   2   0.66530  15020.39  23.93387     0.276     0.287    59.823     0.200     0.116     0.940     0.007
   8   1  -3   4   0.66527  15019.82  23.93229     3.281     3.411   119.627     0.200     0.116     0.940     0.169
   7   3  -5   4   0.66463  15005.30  23.89200     0.140     0.147   119.165     0.200     0.116     0.939     0.007
   5   1   3   4   0.66448  15001.96  23.88274     3.563     3.776   119.059     0.201     0.116     0.939     0.182
   5   5  -1   4   0.66391  14989.22  23.84747     0.159     0.174   118.655     0.201     0.116     0.938     0.008
   4   5   1   4   0.66373  14985.12  23.83613     0.109     0.118   118.526     0.201     0.117     0.938     0.006
   2   3   5   4   0.66372  14984.76  23.83514     0.115     0.125   118.514     0.201     0.117     0.938     0.006
   7   0  -7   2   0.66303  14969.21  23.79219     0.537     0.578    59.011     0.201     0.117     0.937     0.014
   6   4  -5   4   0.66254  14958.23  23.76192     0.503     0.533   117.677     0.201     0.117     0.937     0.025
   0   0   7   2   0.66205  14947.01  23.73105     0.445     0.476    58.662     0.201     0.117     0.936     0.011
   1   4   5   4   0.66184  14942.39  23.71836     0.402     0.430   117.180     0.201     0.117     0.936     0.020
   8   1  -5   4   0.66140  14932.40  23.69090     1.923     2.010   116.866     0.201     0.117     0.935     0.097
   5   5  -4   4   0.66030  14907.71  23.62329     0.034     0.037   116.096     0.202     0.117     0.933     0.002
   3   1   5   4   0.66030  14907.66  23.62316     1.704     1.868   116.094     0.202     0.117     0.933     0.085
   1   5   4   4   0.65983  14896.96  23.59391     0.089     0.103   115.761     0.202     0.117     0.933     0.004
   5   4  -6   4   0.65969  14893.77  23.58521     0.737     0.855   115.662     0.202     0.117     0.933     0.037
   1   4  -6   4   0.65921  14883.05  23.55597     0.472     0.549   115.329     0.202     0.118     0.932     0.023
   5   0  -8   2   0.65896  14877.31  23.54035     0.762     0.884    57.576     0.202     0.118     0.931     0.019
   3   0  -8   2   0.65864  14870.19  23.52096     1.155     1.324    57.466     0.202     0.118     0.931     0.029
   5   3  -7   4   0.65839  14864.42  23.50529     0.006     0.007   114.753     0.202     0.118     0.931     0.000
   4   5  -5   4   0.65799  14855.44  23.48090     0.009     0.010   114.476     0.202     0.118     0.930     0.000
   2   3  -7   4   0.65797  14855.10  23.47996     0.016     0.018   114.465     0.203     0.118     0.930     0.001
   1   5  -5   4   0.65769  14848.79  23.46286     0.032     0.034   114.271     0.203     0.118     0.930     0.002
   4   1  -8   4   0.65761  14846.92  23.45777     0.410     0.437   114.213     0.203     0.118     0.930     0.020
   3   6   0   4   0.65731  14840.12  23.43936     3.744     3.900   114.004     0.203     0.118     0.929     0.184
   7   1  -7   4   0.65542  14797.49  23.32426     3.523     3.440   112.700     0.203     0.118     0.926     0.171
   3   6  -3   4   0.65520  14792.50  23.31084     4.125     4.021   112.548     0.203     0.119     0.926     0.200
   0   6   3   4   0.65503  14788.56  23.30024     3.691     3.608   112.428     0.203     0.119     0.926     0.179
   8   0  -2   2   0.65473  14781.89  23.28234     0.315     0.313    56.113     0.204     0.119     0.926     0.008
   0   1   7   4   0.65447  14776.04  23.26663     2.996     3.085   112.048     0.204     0.119     0.925     0.144
   6   0   2   2   0.65419  14769.66  23.24954     0.527     0.576    55.927     0.204     0.119     0.925     0.013
   5   1  -8   4   0.65149  14708.70  23.08686     2.114     2.933   110.019     0.205     0.119     0.921     0.100
   3   1  -8   4   0.65119  14701.81  23.06857     1.766     2.453   109.814     0.205     0.119     0.920     0.083
   8   2  -4   4   0.64746  14617.72  22.84682     0.150     0.354   107.323     0.206     0.120     0.915     0.007
   8   0  -6   2   0.64741  14616.57  22.84379     0.078     0.181    53.644     0.206     0.120     0.915     0.002
   8   1  -2   4   0.64741  14616.46  22.84352     0.035     0.080   107.286     0.206     0.120     0.915     0.002
   6   1   2   4   0.64688  14604.64  22.81257     0.000     0.000   106.939     0.206     0.121     0.914     0.000
   4   2   4   4   0.64656  14597.47  22.79382     0.083     0.137   106.729     0.206     0.121     0.914     0.004
   2   0   6   2   0.64629  14591.27  22.77762     0.193     0.289    53.274     0.206     0.121     0.914     0.004
   7   3  -1   4   0.64501  14562.33  22.70227     3.250     3.795   105.706     0.207     0.121     0.912     0.148
   6   3   1   4   0.64477  14556.90  22.68816     2.864     3.348   105.548     0.207     0.121     0.911     0.130
   7   2   0   4   0.64470  14555.49  22.68451     1.812     2.119   105.507     0.207     0.121     0.911     0.082
   8   2  -3   4   0.64299  14516.76  22.58426     0.206     0.256   104.389     0.207     0.121     0.909     0.009
   5   2   3   4   0.64228  14500.64  22.54269     0.119     0.158   103.926     0.207     0.122     0.908     0.005
   6   0  -8   2   0.64069  14464.88  22.45089     0.402     0.549    51.452     0.208     0.122     0.906     0.009
   8   1  -6   4   0.64032  14456.56  22.42962     0.189     0.232   102.668     0.208     0.122     0.905     0.008
   2   0  -8   2   0.64011  14451.78  22.41741     0.187     0.215    51.266     0.208     0.122     0.905     0.004
   8   2  -5   4   0.63949  14437.78  22.38167     1.572     1.606   102.135     0.208     0.122     0.904     0.069
   5   5   0   4   0.63931  14433.79  22.37149     3.549     3.556   102.022     0.208     0.122     0.904     0.156
   2   1   6   4   0.63924  14432.09  22.36715     0.509     0.506   101.974     0.208     0.122     0.904     0.022
   3   2   5   4   0.63850  14415.42  22.32477     2.010     1.996   101.504     0.209     0.123     0.903     0.088
   4   6  -2   4   0.63824  14409.55  22.30985     0.359     0.358   101.339     0.209     0.123     0.902     0.016
   2   6   2   4   0.63803  14404.69  22.29752     0.293     0.293   101.202     0.209     0.123     0.902     0.013
   6   4   0   4   0.63743  14391.16  22.26324     0.251     0.246   100.823     0.209     0.123     0.901     0.011
   7   3  -6   4   0.63736  14389.62  22.25935     2.528     2.470   100.780     0.209     0.123     0.901     0.110
   1   3   6   4   0.63650  14370.30  22.21053     2.091     2.025   100.239     0.209     0.123     0.900     0.090
   4   2  -8   4   0.63607  14360.48  22.18577     0.279     0.275    99.966     0.209     0.123     0.899     0.012
   2   6  -4   4   0.63546  14346.69  22.15109     0.342     0.337    99.582     0.210     0.123     0.898     0.015
   6   3  -7   4   0.63436  14321.85  22.08876     2.359     2.359    98.894     0.210     0.124     0.897     0.100
   7   2  -7   4   0.63409  14315.73  22.07346     0.571     0.569    98.726     0.210     0.124     0.896     0.024
   5   5  -5   4   0.63397  14313.02  22.06668     2.644     2.633    98.651     0.210     0.124     0.896     0.112
   6   1  -8   4   0.63382  14309.75  22.05852     0.064     0.064    98.561     0.210     0.124     0.896     0.003
   1   3  -7   4   0.63374  14307.95  22.05400     2.356     2.355    98.511     0.210     0.124     0.896     0.100
   0   5   5   4   0.63353  14303.11  22.04192     2.284     2.301    98.378     0.210     0.124     0.896     0.097
   2   1  -8   4   0.63326  14297.08  22.02687     0.583     0.596    98.212     0.210     0.124     0.895     0.025
   0   2   7   4   0.63323  14296.31  22.02496     0.455     0.466    98.191     0.210     0.124     0.895     0.019
   4   6  -1   4   0.63311  14293.77  22.01862     0.489     0.505    98.121     0.210     0.124     0.895     0.021
   3   6   1   4   0.63299  14291.00  22.01173     0.456     0.474    98.045     0.210     0.124     0.895     0.019
   4   6  -3   4   0.63144  14255.91  21.92455     1.087     1.194    97.086     0.211     0.124     0.893     0.045
   1   6   3   4   0.63118  14250.03  21.90999     1.333     1.461    96.926     0.211     0.124     0.892     0.056
   5   2  -8   4   0.63052  14235.29  21.87355     0.797     0.869    96.525     0.211     0.124     0.891     0.033
   3   2  -8   4   0.63025  14229.04  21.85814     1.191     1.300    96.356     0.211     0.125     0.891     0.049
   7   4  -3   4   0.63004  14224.42  21.84674     1.763     1.932    96.231     0.211     0.125     0.891     0.073
   3   6  -4   4   0.62986  14220.30  21.83660     0.909     1.003    96.120     0.212     0.125     0.890     0.038
   6   4  -6   4   0.62983  14219.72  21.83515     0.341     0.377    96.104     0.212     0.125     0.890     0.014
   1   6  -4   4   0.62972  14217.19  21.82893     1.106     1.228    96.035     0.212     0.125     0.890     0.046
   4   4   3   4   0.62947  14211.58  21.81512     1.438     1.624    95.884     0.212     0.125     0.890     0.059
   0   4   6   4   0.62921  14205.73  21.80073     0.170     0.197    95.726     0.212     0.125     0.889     0.007
   7   4  -4   4   0.62859  14191.76  21.76644     0.336     0.432    95.350     0.212     0.125     0.889     0.014
   3   4   4   4   0.62791  14176.30  21.72860     0.197     0.277    94.936     0.212     0.125     0.888     0.008
   8   2  -2   4   0.62682  14151.62  21.66836     0.248     0.302    94.276     0.213     0.125     0.886     0.010
   6   2   2   4   0.62634  14140.89  21.64224     0.497     0.557    93.991     0.213     0.126     0.885     0.020
   6   5  -3   4   0.62624  14138.62  21.63672     0.095     0.106    93.930     0.213     0.126     0.885     0.004
   8   0  -1   2   0.62594  14131.82  21.62018     2.924     3.233    46.875     0.213     0.126     0.885     0.059
   3   5   3   4   0.62578  14128.30  21.61165     0.178     0.195    93.656     0.213     0.126     0.885     0.007
   7   0   1   2   0.62569  14126.09  21.60628     3.114     3.400    46.799     0.213     0.126     0.884     0.063
   6   5  -2   4   0.62179  14038.19  21.39459     0.379     0.344    91.290     0.214     0.127     0.879     0.015
   4   5   2   4   0.62146  14030.71  21.37670     0.486     0.440    91.095     0.214     0.127     0.878     0.019
   4   4  -7   4   0.62136  14028.40  21.37119     0.931     0.836    91.035     0.214     0.127     0.878     0.036
   3   4  -7   4   0.62124  14025.79  21.36495     0.890     0.791    90.968     0.214     0.127     0.878     0.035
   8   2  -6   4   0.62038  14006.35  21.31865     0.213     0.176    90.464     0.215     0.127     0.877     0.008
   3   5  -6   4   0.62037  14006.03  21.31790     0.011     0.009    90.456     0.215     0.127     0.877     0.000
   7   4  -2   4   0.62009  13999.71  21.30286     4.404     3.649    90.293     0.215     0.127     0.877     0.171
   5   4   2   4   0.61969  13990.80  21.28172     4.213     3.527    90.063     0.215     0.127     0.876     0.163
   8   1  -1   4   0.61953  13987.06  21.27283     0.357     0.299    89.967     0.215     0.127     0.876     0.014
   6   5  -4   4   0.61942  13984.49  21.26676     0.349     0.292    89.901     0.215     0.127     0.876     0.013
   2   2   6   4   0.61940  13984.08  21.26579     0.340     0.284    89.891     0.215     0.127     0.876     0.013
   7   1   1   4   0.61928  13981.50  21.25967     0.576     0.478    89.824     0.215     0.127     0.875     0.022
   2   5   4   4   0.61889  13972.66  21.23874     0.010     0.008    89.597     0.215     0.127     0.875     0.000
   4   6   0   4   0.61688  13927.19  21.13160     0.323     0.271    88.437     0.216     0.128     0.872     0.012
   8   0  -7   2   0.61640  13916.46  21.10643     3.972     3.370    44.082     0.216     0.128     0.871     0.075
   7   4  -5   4   0.61598  13906.90  21.08406     4.481     3.801    87.923     0.216     0.128     0.871     0.169
   1   0   7   2   0.61539  13893.52  21.05281     4.029     3.526    43.792     0.217     0.128     0.870     0.076
   2   4   5   4   0.61525  13890.54  21.04585     3.771     3.332    87.510     0.217     0.128     0.870     0.142
   4   5  -6   4   0.61519  13889.09  21.04246     0.561     0.498    87.473     0.217     0.128     0.870     0.021
   2   5  -6   4   0.61500  13884.74  21.03232     0.032     0.028    87.363     0.217     0.128     0.869     0.001
   1   7   0   4   0.61468  13877.56  21.01560     2.988     2.748    87.183     0.217     0.128     0.869     0.112
   1   7  -1   4   0.61449  13873.21  21.00549     3.232     3.017    87.074     0.217     0.128     0.869     0.121
   0   7   1   4   0.61447  13872.85  21.00465     2.869     2.682    87.065     0.217     0.128     0.869     0.107
   6   2  -8   4   0.61446  13872.71  21.00431     0.570     0.533    87.061     0.217     0.128     0.869     0.021
   8   3  -4   4   0.61418  13866.36  20.98956     0.012     0.012    86.902     0.217     0.129     0.868     0.000
   2   2  -8   4   0.61395  13861.15  20.97747     0.212     0.212    86.772     0.217     0.129     0.868     0.008
   4   6  -4   4   0.61379  13857.40  20.96875     0.201     0.208    86.677     0.217     0.129     0.868     0.008
   0   6   4   4   0.61353  13851.64  20.95539     0.019     0.021    86.533     0.217     0.129     0.867     0.001
   4   3   4   4   0.61342  13849.07  20.94944     0.472     0.521    86.469     0.217     0.129     0.867     0.018
   7   0  -8   2   0.61327  13845.75  20.94177     3.347     3.737    43.193     0.217     0.129     0.867     0.062
   1   0  -8   2   0.61251  13828.54  20.90197     3.118     3.493    42.979     0.218     0.129     0.866     0.058
   7   3   0   4   0.61183  13813.21  20.86663     1.563     1.750    85.577     0.218     0.129     0.865     0.058
   5   4  -7   4   0.61100  13794.52  20.82368     3.472     3.867    85.115     0.218     0.129     0.864     0.127
   2   4  -7   4   0.61067  13787.07  20.80658     3.098     3.401    84.931     0.218     0.129     0.863     0.113
   8   3  -3   4   0.61036  13780.09  20.79060     2.971     3.230    84.760     0.218     0.130     0.863     0.108
   8   1  -7   4   0.61028  13778.15  20.78615     0.090     0.098    84.712     0.218     0.130     0.863     0.003
   5   3   3   4   0.60975  13766.29  20.75905     3.151     3.650    84.421     0.219     0.130     0.862     0.114
   1   1   7   4   0.60929  13755.89  20.73532     0.170     0.215    84.166     0.219     0.130     0.861     0.006
   8   3  -5   4   0.60737  13712.48  20.63671     1.542     1.902    83.108     0.219     0.130     0.859     0.055
   7   1  -8   4   0.60724  13709.52  20.63003     0.013     0.015    83.037     0.219     0.130     0.858     0.000
   6   5  -1   4   0.60676  13698.81  20.60582     1.586     1.887    82.778     0.220     0.130     0.858     0.056
   5   5   1   4   0.60659  13694.98  20.59719     1.585     1.920    82.685     0.220     0.130     0.857     0.056
   3   3   5   4   0.60652  13693.32  20.59343     1.473     1.804    82.645     0.220     0.131     0.857     0.052
   1   1  -8   4   0.60650  13692.81  20.59228     0.111     0.136    82.633     0.220     0.131     0.857     0.004
   4   3  -8   4   0.60443  13646.19  20.48759     0.260     0.417    81.513     0.220     0.131     0.854     0.009
   2   7  -1   4   0.60437  13644.82  20.48452     0.007     0.012    81.480     0.220     0.131     0.854     0.000
   1   7   1   4   0.60433  13643.79  20.48222     0.014     0.022    81.456     0.220     0.131     0.854     0.000
   1   7  -2   4   0.60378  13631.41  20.45457     0.001     0.001    81.161     0.221     0.131     0.853     0.000
   7   3  -7   4   0.60273  13607.78  20.40196     3.026     3.324    80.599     0.221     0.131     0.852     0.105
   9   0  -4   2   0.60253  13603.35  20.39211     1.833     1.949    40.247     0.221     0.132     0.852     0.032
   6   5  -5   4   0.60237  13599.53  20.38363     2.810     2.931    80.404     0.221     0.132     0.851     0.097
   0   3   7   4   0.60199  13591.09  20.36494     2.831     2.917    80.205     0.221     0.132     0.851     0.098
   1   5   5   4   0.60184  13587.62  20.35725     3.270     3.382    80.123     0.221     0.132     0.851     0.113
   5   0   4   2   0.60169  13584.30  20.34990     2.033     2.116    40.022     0.221     0.132     0.851     0.035
   8   2  -1   4   0.60142  13578.08  20.33614     2.988     3.148    79.898     0.222     0.132     0.850     0.103
   7   2   1   4   0.60119  13573.00  20.32492     3.156     3.342    79.779     0.222     0.132     0.850     0.108
   5   6  -2   4   0.60106  13570.12  20.31855     1.429     1.515    79.711     0.222     0.132     0.850     0.049
   9   0  -5   2   0.60091  13566.64  20.31088     0.204     0.217    39.815     0.222     0.132     0.849     0.003
   3   6   2   4   0.60082  13564.71  20.30662     1.527     1.622    79.584     0.222     0.132     0.849     0.052
   7   4  -1   4   0.60026  13552.05  20.27875     0.171     0.184    79.287     0.222     0.132     0.849     0.006
   5   5  -6   4   0.60022  13551.03  20.27650     2.712     2.938    79.263     0.222     0.132     0.848     0.092
   5   6  -3   4   0.60016  13549.84  20.27387     0.472     0.513    79.235     0.222     0.132     0.848     0.016
   6   4   1   4   0.60007  13547.68  20.26912     0.215     0.235    79.185     0.222     0.132     0.848     0.007
   4   0   5   2   0.59994  13544.72  20.26262     0.202     0.223    39.558     0.222     0.132     0.848     0.003
   1   5  -6   4   0.59986  13542.95  20.25874     2.860     3.169    79.074     0.222     0.132     0.848     0.097
   2   6   3   4   0.59985  13542.77  20.25833     0.426     0.473    79.070     0.222     0.132     0.848     0.015
   5   3  -8   4   0.59967  13538.63  20.24925     2.522     2.830    78.974     0.222     0.132     0.848     0.086
   2   7   0   4   0.59965  13538.31  20.24854     0.285     0.320    78.966     0.222     0.132     0.848     0.010
   3   3  -8   4   0.59943  13533.26  20.23747     2.081     2.367    78.848     0.222     0.132     0.847     0.071
   2   7  -2   4   0.59894  13522.19  20.21321     0.257     0.303    78.591     0.222     0.132     0.847     0.009
   0   7   2   4   0.59888  13520.85  20.21029     0.116     0.138    78.560     0.222     0.132     0.847     0.004
   3   6  -5   4   0.59708  13480.23  20.12173     0.764     0.958    77.620     0.223     0.133     0.844     0.026
   2   6  -5   4   0.59701  13478.57  20.11813     0.624     0.773    77.582     0.223     0.133     0.844     0.021
   9   1  -4   4   0.59681  13474.08  20.10838     1.557     1.870    77.478     0.223     0.133     0.844     0.052
   8   3  -2   4   0.59648  13466.60  20.09216     0.063     0.073    77.306     0.223     0.133     0.843     0.002
   6   3   2   4   0.59607  13457.35  20.07213     0.000     0.000    77.094     0.224     0.133     0.843     0.000
   5   1   4   4   0.59599  13455.57  20.06828     1.355     1.560    77.054     0.224     0.133     0.842     0.045
   9   1  -5   4   0.59523  13438.41  20.03121     3.344     3.675    76.661     0.224     0.133     0.841     0.110
   4   1   5   4   0.59429  13417.10  19.98537     2.940     3.136    76.176     0.224     0.134     0.840     0.096
   9   0  -3   2   0.59416  13414.25  19.97925     3.195     3.434    38.056     0.224     0.134     0.840     0.052
   7   4  -6   4   0.59408  13412.52  19.97553     1.271     1.370    76.072     0.224     0.134     0.840     0.042
   6   0   3   2   0.59351  13399.57  19.94777     2.858     3.082    37.889     0.224     0.134     0.839     0.047
   1   4   6   4   0.59339  13396.86  19.94198     1.566     1.678    75.718     0.225     0.134     0.839     0.051
   8   2  -7   4   0.59294  13386.72  19.92030     3.244     3.279    75.489     0.225     0.134     0.838     0.105
   5   6  -1   4   0.59206  13366.81  19.87785     3.856     3.697    75.041     0.225     0.134     0.837     0.124
   1   2   7   4   0.59204  13366.31  19.87677     3.612     3.466    75.029     0.225     0.134     0.837     0.117
   4   6   1   4   0.59193  13363.91  19.87166     3.408     3.288    74.975     0.225     0.134     0.837     0.110
   6   4  -7   4   0.59165  13357.58  19.85821     1.143     1.116    74.833     0.225     0.134     0.836     0.037
   1   4  -7   4   0.59115  13346.30  19.83426     1.458     1.447    74.581     0.225     0.134     0.836     0.047
   8   3  -6   4   0.59093  13341.23  19.82353     0.212     0.212    74.468     0.225     0.134     0.835     0.007
   8   0   0   2   0.59080  13338.36  19.81743     0.071     0.072    37.202     0.226     0.135     0.835     0.001
   5   0  -9   2   0.59028  13326.73  19.79285     0.963     0.988    37.072     0.226     0.135     0.834     0.015
   4   0  -9   2   0.59016  13323.85  19.78676     0.725     0.742    37.040     0.226     0.135     0.834     0.012
   7   2  -8   4   0.59015  13323.75  19.78655     3.586     3.671    74.078     0.226     0.135     0.834     0.114
   2   3   6   4   0.59007  13321.98  19.78282     0.459     0.469    74.039     0.226     0.135     0.834     0.015
   9   0  -6   2   0.58952  13309.46  19.75641     3.587     3.601    36.881     0.226     0.135     0.833     0.057
   5   6  -4   4   0.58949  13308.91  19.75525     3.726     3.738    73.749     0.226     0.135     0.833     0.118
   1   2  -8   4   0.58947  13308.41  19.75419     3.425     3.432    73.738     0.226     0.135     0.833     0.109
   1   6   4   4   0.58916  13301.26  19.73914     3.659     3.613    73.579     0.226     0.135     0.833     0.116
   9   1  -3   4   0.58867  13290.25  19.71601     0.435     0.434    73.336     0.226     0.135     0.832     0.014
   3   0   6   2   0.58850  13286.54  19.70823     3.226     3.252    36.627     0.226     0.135     0.832     0.051
   6   1   3   4   0.58804  13275.97  19.68608     0.282     0.294    73.022     0.227     0.135     0.831     0.009
   4   6  -5   4   0.58784  13271.68  19.67709     3.177     3.354    72.927     0.227     0.135     0.831     0.100
   1   6  -5   4   0.58763  13266.93  19.66717     3.521     3.761    72.823     0.227     0.135     0.831     0.110
   6   3  -8   4   0.58580  13225.58  19.58107     0.058     0.056    71.919     0.227     0.136     0.828     0.002
   3   7  -1   4   0.58554  13219.64  19.56875     2.602     2.487    71.790     0.228     0.136     0.828     0.080
   2   7   1   4   0.58547  13218.08  19.56551     2.326     2.222    71.756     0.228     0.136     0.828     0.072
   8   1   0   4   0.58540  13216.43  19.56209     0.392     0.374    71.720     0.228     0.136     0.827     0.012
   2   3  -8   4   0.58536  13215.57  19.56032     0.580     0.554    71.702     0.228     0.136     0.827     0.018
   3   7  -2   4   0.58504  13208.38  19.54544     3.163     3.049    71.546     0.228     0.136     0.827     0.097
   1   7   2   4   0.58493  13205.88  19.54028     3.230     3.128    71.492     0.228     0.136     0.827     0.099
   5   1  -9   4   0.58490  13205.12  19.53870     2.833     2.747    71.475     0.228     0.136     0.827     0.087
   4   1  -9   4   0.58477  13202.32  19.53291     2.614     2.547    71.415     0.228     0.136     0.827     0.080
   9   1  -6   4   0.58415  13188.32  19.50403     0.163     0.165    71.112     0.228     0.136     0.826     0.005
   2   7  -3   4   0.58414  13188.12  19.50362     2.532     2.567    71.108     0.228     0.136     0.826     0.077
   1   7  -3   4   0.58410  13187.19  19.50170     2.935     2.992    71.088     0.228     0.136     0.826     0.090
   6   5   0   4   0.58330  13169.16  19.46463     0.140     0.171    70.700     0.228     0.136     0.825     0.004
   3   1   6   4   0.58317  13166.02  19.45817     0.261     0.330    70.633     0.228     0.136     0.824     0.008
   6   0  -9   2   0.58141  13126.34  19.37707     2.922     3.275    34.893     0.229     0.137     0.822     0.044
   3   0  -9   2   0.58104  13118.08  19.36026     3.525     3.621    34.805     0.229     0.137     0.821     0.053
   9   2  -4   4   0.58057  13107.32  19.33839     2.144     1.915    69.381     0.230     0.137     0.821     0.064
   8   0  -8   2   0.58015  13097.93  19.31935     0.000     0.000    34.591     0.230     0.137     0.820     0.000
   5   2   4   4   0.57981  13090.28  19.30386     2.786     2.079    69.021     0.230     0.137     0.820     0.083
   0   0   8   2   0.57929  13078.50  19.28006     1.219     0.842    34.387     0.230     0.137     0.819     0.018
   9   2  -5   4   0.57911  13074.47  19.27193     0.313     0.213    68.689     0.230     0.138     0.819     0.009
   4   2   5   4   0.57824  13054.85  19.23241     0.288     0.219    68.277     0.230     0.138     0.817     0.008
   7   5  -3   4   0.57763  13041.03  19.20467     2.424     1.971    67.989     0.231     0.138     0.817     0.071
   6   5  -6   4   0.57747  13037.40  19.19740     0.088     0.072    67.913     0.231     0.138     0.816     0.003
   4   5   3   4   0.57719  13031.13  19.18484     2.182     1.794    67.782     0.231     0.138     0.816     0.064
   0   5   6   4   0.57699  13026.61  19.17581     0.554     0.456    67.689     0.231     0.138     0.816     0.016
   9   0  -2   2   0.57697  13026.08  19.17475     0.166     0.137    33.839     0.231     0.138     0.816     0.002
   3   7   0   4   0.57689  13024.27  19.17114     0.077     0.063    67.640     0.231     0.138     0.815     0.002
   7   0   2   2   0.57654  13016.52  19.15565     0.112     0.092    33.739     0.231     0.138     0.815     0.002
   7   5  -4   4   0.57651  13015.84  19.15430     4.040     3.327    67.465     0.231     0.138     0.815     0.117
   6   1  -9   4   0.57626  13010.09  19.14282     0.010     0.008    67.346     0.231     0.138     0.815     0.000
   3   5   4   4   0.57599  13003.92  19.13053     4.039     3.375    67.218     0.231     0.138     0.814     0.117
   3   1  -9   4   0.57590  13002.05  19.12680     0.053     0.044    67.179     0.231     0.138     0.814     0.002
   3   7  -3   4   0.57546  12992.05  19.10692     0.015     0.013    66.973     0.232     0.138     0.813     0.000
   0   7   3   4   0.57534  12989.37  19.10162     0.015     0.013    66.918     0.232     0.139     0.813     0.000
   8   4  -4   4   0.57518  12985.74  19.09441     0.368     0.313    66.843     0.232     0.139     0.813     0.011
   8   1  -8   4   0.57503  12982.42  19.08782     0.571     0.484    66.775     0.232     0.139     0.813     0.016
   4   4   4   4   0.57455  12971.54  19.06626     0.140     0.117    66.551     0.232     0.139     0.812     0.004
   8   3  -1   4   0.57446  12969.55  19.06233     0.336     0.281    66.510     0.232     0.139     0.812     0.010
