PWDR PG3_45614_200K.gsa Bank 1 Mn3Ga_monoclinic  Reflection List 
   h   k   l   m   d-space       TOF       wid     Fo**2     Fc**2     Icorr      Prfo     Trans      ExtP      I100 
   3  10   2   4   0.40312   9101.48  10.86309     0.573     0.530    16.048     0.331     0.146     0.570     0.034
   4   6   7   4   0.40310   9100.91  10.86261     1.463     1.358    16.044     0.331     0.146     0.570     0.088
   7   7   3   4   0.40308   9100.57  10.86232     0.618     0.574    16.042     0.331     0.146     0.570     0.037
   9   8  -5   4   0.40308   9100.46  10.86223     0.110     0.102    16.041     0.331     0.146     0.570     0.007
   6   6 -11   4   0.40304   9099.65  10.86154     0.361     0.337    16.036     0.331     0.146     0.570     0.022
   5   6 -11   4   0.40299   9098.43  10.86050     0.321     0.301    16.027     0.331     0.146     0.570     0.019
   5  10  -3   4   0.40298   9098.40  10.86047     0.214     0.201    16.027     0.331     0.146     0.570     0.013
  11   0 -12   2   0.40297   9098.14  10.86026     0.205     0.193     8.012     0.331     0.146     0.570     0.006
   2  10   3   4   0.40288   9096.06  10.85849     0.250     0.236    16.010     0.331     0.146     0.569     0.015
   4   8   5   4   0.40276   9093.22  10.85608     0.150     0.142    15.990     0.331     0.146     0.569     0.009
  12   3 -10   4   0.40265   9090.76  10.85399     0.071     0.068    15.973     0.331     0.146     0.569     0.004
   1   0 -12   2   0.40238   9084.81  10.84893     0.209     0.204     7.966     0.331     0.146     0.569     0.006
  12   1 -11   4   0.40235   9083.98  10.84823     1.338     1.307    15.925     0.331     0.146     0.569     0.079
  12   2  -1   4   0.40232   9083.31  10.84765     0.894     0.875    15.921     0.331     0.146     0.569     0.053
   3  10  -5   4   0.40222   9081.11  10.84578     0.333     0.327    15.905     0.331     0.145     0.569     0.020
  11   2   1   4   0.40220   9080.76  10.84549     0.933     0.917    15.903     0.331     0.145     0.569     0.055
   2  10  -5   4   0.40219   9080.55  10.84531     0.351     0.345    15.901     0.331     0.145     0.569     0.021
   2   3  10   4   0.40196   9075.24  10.84079     0.045     0.044    15.864     0.331     0.145     0.568     0.003
  13   2  -4   4   0.40180   9071.59  10.83768     0.063     0.060    15.839     0.332     0.145     0.568     0.004
   9   0 -13   2   0.40171   9069.52  10.83591     0.472     0.439     7.912     0.332     0.145     0.568     0.014
  12   4  -9   4   0.40165   9068.36  10.83492     1.484     1.368    15.816     0.332     0.145     0.568     0.088
   1   1  11   4   0.40165   9068.17  10.83476     1.287     1.185    15.815     0.332     0.145     0.568     0.076
  10   7  -7   4   0.40162   9067.52  10.83420     1.435     1.313    15.810     0.332     0.145     0.568     0.085
   4   0 -13   2   0.40139   9062.35  10.82980     0.507     0.445     7.887     0.332     0.145     0.567     0.015
   9   2   4   4   0.40137   9061.89  10.82940     0.070     0.061    15.771     0.332     0.145     0.567     0.004
  12   5  -6   4   0.40126   9059.48  10.82735     0.002     0.001    15.754     0.332     0.145     0.567     0.000
  11   1 -12   4   0.40125   9059.28  10.82718     1.451     1.253    15.753     0.332     0.145     0.567     0.085
   3   7   7   4   0.40117   9057.50  10.82566     1.424     1.222    15.740     0.332     0.145     0.567     0.084
  13   3  -6   4   0.40112   9056.28  10.82462     0.808     0.691    15.732     0.332     0.145     0.567     0.047
   7   9  -1   4   0.40103   9054.21  10.82284     1.489     1.271    15.718     0.332     0.145     0.567     0.087
   3   4   9   4   0.40100   9053.51  10.82224     1.366     1.165    15.713     0.332     0.145     0.567     0.080
   6   9   1   4   0.40096   9052.78  10.82162     1.531     1.306    15.708     0.332     0.145     0.567     0.090
   9   8  -3   4   0.40084   9049.89  10.81916     1.473     1.259    15.688     0.332     0.145     0.567     0.086
   6   5   6   4   0.40074   9047.63  10.81722     0.181     0.155    15.672     0.332     0.145     0.566     0.011
   9   7   0   4   0.40070   9046.81  10.81652     0.115     0.099    15.666     0.333     0.145     0.566     0.007
   1   1 -12   4   0.40067   9046.11  10.81592     1.431     1.229    15.661     0.333     0.145     0.566     0.084
   6   8   3   4   0.40062   9044.96  10.81494     1.578     1.357    15.654     0.333     0.145     0.566     0.092
   8   2 -13   4   0.40060   9044.53  10.81457     1.632     1.403    15.651     0.333     0.145     0.566     0.095
  13   3  -7   4   0.40057   9043.84  10.81398     1.562     1.345    15.646     0.333     0.145     0.566     0.091
  10   3 -12   4   0.40056   9043.57  10.81375     0.118     0.101    15.644     0.333     0.145     0.566     0.007
   7   3   6   4   0.40054   9043.13  10.81337     0.805     0.693    15.641     0.333     0.144     0.566     0.047
   5   8  -9   4   0.40041   9040.34  10.81098     0.375     0.323    15.622     0.333     0.144     0.566     0.022
   5   2 -13   4   0.40041   9040.27  10.81092     1.492     1.285    15.621     0.333     0.144     0.566     0.087
   5  10  -1   4   0.40041   9040.22  10.81088     1.539     1.326    15.621     0.333     0.144     0.566     0.090
   4   8  -9   4   0.40037   9039.35  10.81013     0.394     0.339    15.615     0.333     0.144     0.566     0.023
   4  10   1   4   0.40036   9039.24  10.81004     1.645     1.416    15.614     0.333     0.144     0.566     0.096
  12   5  -5   4   0.40028   9037.29  10.80836     1.602     1.375    15.600     0.333     0.144     0.566     0.093
  13   0  -3   2   0.40021   9035.85  10.80713     1.080     0.923     7.795     0.333     0.144     0.566     0.031
   7   6 -11   4   0.40019   9035.25  10.80662     1.560     1.332    15.586     0.333     0.144     0.566     0.091
   2   3 -12   4   0.40009   9033.09  10.80476     0.034     0.029    15.571     0.333     0.144     0.566     0.002
   4   6 -11   4   0.40003   9031.65  10.80353     1.661     1.403    15.562     0.333     0.144     0.565     0.096
   9   1 -13   4   0.40000   9031.02  10.80299     1.058     0.892    15.557     0.333     0.144     0.565     0.061
   6   3   7   4   0.39993   9029.33  10.80154     1.588     1.332    15.546     0.333     0.144     0.565     0.092
  10   0   3   2   0.39988   9028.33  10.80068     1.018     0.852     7.769     0.333     0.144     0.565     0.030
   7   5   5   4   0.39982   9026.94  10.79948     1.520     1.266    15.529     0.333     0.144     0.565     0.088
   5  10  -4   4   0.39978   9025.95  10.79864     1.745     1.449    15.522     0.333     0.144     0.565     0.101
   9   8  -6   4   0.39970   9024.17  10.79711     1.708     1.413    15.510     0.333     0.144     0.565     0.099
   8   8   0   4   0.39969   9024.02  10.79698     0.013     0.011    15.509     0.333     0.144     0.565     0.001
   4   1 -13   4   0.39969   9023.95  10.79692     1.142     0.944    15.509     0.333     0.144     0.565     0.066
   1  10   4   4   0.39966   9023.34  10.79640     1.753     1.448    15.504     0.333     0.144     0.565     0.101
   7   9  -6   4   0.39955   9020.86  10.79426     1.134     0.932    15.487     0.333     0.144     0.565     0.066
  11   6  -3   4   0.39949   9019.51  10.79310     0.039     0.032    15.478     0.334     0.144     0.565     0.002
   4  10  -5   4   0.39936   9016.44  10.79047     1.749     1.432    15.457     0.334     0.144     0.565     0.101
   3   8   6   4   0.39935   9016.36  10.79039     1.721     1.408    15.456     0.334     0.144     0.565     0.099
   1   9   6   4   0.39932   9015.65  10.78979     1.145     0.937    15.452     0.334     0.144     0.564     0.066
   1  10  -5   4   0.39928   9014.82  10.78907     1.636     1.339    15.446     0.334     0.144     0.564     0.094
  12   5  -7   4   0.39927   9014.51  10.78880     0.860     0.704    15.444     0.334     0.144     0.564     0.050
   8   6   3   4   0.39922   9013.33  10.78779     0.085     0.070    15.436     0.334     0.144     0.564     0.005
   7   7 -10   4   0.39922   9013.30  10.78777     1.406     1.151    15.435     0.334     0.144     0.564     0.081
  11   4   0   4   0.39919   9012.60  10.78716     0.073     0.060    15.431     0.334     0.144     0.564     0.004
  13   2  -9   4   0.39905   9009.59  10.78457     0.935     0.768    15.410     0.334     0.144     0.564     0.054
   3   7 -10   4   0.39902   9008.97  10.78404     1.382     1.135    15.406     0.334     0.144     0.564     0.079
   6   9  -7   4   0.39894   9007.16  10.78248     1.174     0.966    15.393     0.334     0.144     0.564     0.067
   1   9  -7   4   0.39878   9003.38  10.77922     1.046     0.866    15.368     0.334     0.143     0.564     0.060
  13   3  -5   4   0.39870   9001.73  10.77780     0.255     0.212    15.356     0.334     0.143     0.564     0.015
   5   5   7   4   0.39870   9001.64  10.77772     0.648     0.539    15.356     0.334     0.143     0.564     0.037
   9   4 -12   4   0.39869   9001.51  10.77761     1.690     1.407    15.355     0.334     0.143     0.564     0.097
  13   1  -3   4   0.39853   8997.78  10.77439     0.505     0.427    15.329     0.334     0.143     0.563     0.029
   3   4 -12   4   0.39835   8993.76  10.77092     1.625     1.403    15.302     0.334     0.143     0.563     0.093
   4   2   9   4   0.39832   8993.09  10.77034     0.802     0.696    15.298     0.335     0.143     0.563     0.046
  11   5  -1   4   0.39831   8992.79  10.77009     0.243     0.212    15.295     0.335     0.143     0.563     0.014
  10   5   1   4   0.39821   8990.54  10.76814     0.170     0.151    15.280     0.335     0.143     0.563     0.010
   8   3   5   4   0.39820   8990.43  10.76804     0.166     0.147    15.279     0.335     0.143     0.563     0.009
  10   1   3   4   0.39820   8990.35  10.76798     0.632     0.560    15.279     0.335     0.143     0.563     0.036
   6   8  -9   4   0.39761   8976.96  10.75640     1.308     1.402    15.188     0.335     0.143     0.562     0.074
   3   8  -9   4   0.39748   8974.08  10.75390     1.193     1.298    15.169     0.335     0.143     0.562     0.067
   9   7  -9   4   0.39731   8970.37  10.75069     0.034     0.037    15.144     0.335     0.142     0.562     0.002
  12   2 -11   4   0.39727   8969.40  10.74984     0.122     0.135    15.137     0.335     0.142     0.562     0.007
  11   6  -8   4   0.39720   8967.86  10.74851     0.575     0.638    15.127     0.335     0.142     0.561     0.032
  13   3  -8   4   0.39709   8965.23  10.74623     0.088     0.099    15.109     0.336     0.142     0.561     0.005
   8   8  -8   4   0.39703   8963.92  10.74509     0.001     0.001    15.100     0.336     0.142     0.561     0.000
   0   7   9   4   0.39693   8961.74  10.74319     0.023     0.027    15.085     0.336     0.142     0.561     0.001
   0   8   8   4   0.39673   8957.11  10.73918     0.107     0.126    15.054     0.336     0.142     0.561     0.006
   3   6   8   4   0.39668   8955.94  10.73816     0.524     0.621    15.046     0.336     0.142     0.561     0.029
   1   2  11   4   0.39660   8954.18  10.73663     0.069     0.082    15.034     0.336     0.142     0.561     0.004
  13   0 -10   2   0.39643   8950.42  10.73336     0.091     0.113     7.505     0.336     0.142     0.560     0.003
   5   3   8   4   0.39641   8949.93  10.73293     0.074     0.092    15.006     0.336     0.142     0.560     0.004
  12   5  -4   4   0.39639   8949.39  10.73246     0.004     0.005    15.002     0.336     0.142     0.560     0.000
  10   7  -2   4   0.39635   8948.61  10.73178     0.019     0.024    14.997     0.336     0.142     0.560     0.001
   6   5 -12   4   0.39624   8946.11  10.72961     0.107     0.142    14.980     0.336     0.142     0.560     0.006
  11   2 -12   4   0.39622   8945.62  10.72918     0.138     0.185    14.977     0.336     0.142     0.560     0.008
   8   7   2   4   0.39618   8944.79  10.72846     0.055     0.075    14.972     0.336     0.142     0.560     0.003
   8   5   4   4   0.39601   8940.92  10.72509     0.013     0.019    14.946     0.336     0.142     0.560     0.001
   3   0  10   2   0.39568   8933.50  10.71861     0.074     0.119     7.448     0.337     0.141     0.559     0.002
   1   2 -12   4   0.39566   8932.94  10.71812     0.122     0.196    14.892     0.337     0.141     0.559     0.007
  10   6   0   4   0.39552   8929.91  10.71548     0.040     0.064    14.872     0.337     0.141     0.559     0.002
   9   8  -2   4   0.39536   8926.34  10.71236     0.074     0.117    14.848     0.337     0.141     0.559     0.004
   7   8   2   4   0.39522   8922.98  10.70942     0.077     0.118    14.826     0.337     0.141     0.559     0.004
   7   3 -13   4   0.39503   8918.78  10.70575     0.648     0.961    14.798     0.337     0.141     0.558     0.036
   9   2 -13   4   0.39501   8918.40  10.70542     0.286     0.422    14.796     0.337     0.141     0.558     0.016
   6   3 -13   4   0.39497   8917.41  10.70455     0.708     1.029    14.789     0.337     0.141     0.558     0.039
   7   5 -12   4   0.39491   8916.02  10.70334     0.705     0.995    14.780     0.337     0.141     0.558     0.039
  12   4  -2   4   0.39490   8915.92  10.70324     0.010     0.014    14.779     0.337     0.141     0.558     0.001
   5   5 -12   4   0.39480   8913.51  10.70113     0.767     1.010    14.763     0.337     0.141     0.558     0.042
  13   1 -10   4   0.39479   8913.41  10.70105     0.984     1.292    14.763     0.337     0.141     0.558     0.054
   5  10   0   4   0.39479   8913.40  10.70104     0.148     0.194    14.763     0.337     0.141     0.558     0.008
   4   2 -13   4   0.39471   8911.59  10.69945     0.342     0.427    14.751     0.338     0.141     0.558     0.019
  10   4   2   4   0.39470   8911.31  10.69920     0.048     0.059    14.749     0.338     0.141     0.558     0.003
   8   6 -11   4   0.39461   8909.29  10.69744     0.379     0.444    14.735     0.338     0.141     0.558     0.021
  12   5  -8   4   0.39443   8905.31  10.69394     0.019     0.021    14.709     0.338     0.140     0.558     0.001
   3   6 -11   4   0.39436   8903.55  10.69240     0.415     0.435    14.697     0.338     0.140     0.557     0.023
  11   5 -10   4   0.39425   8901.27  10.69040     0.044     0.045    14.682     0.338     0.140     0.557     0.002
  11   4 -11   4   0.39422   8900.39  10.68963     0.571     0.581    14.676     0.338     0.140     0.557     0.031
   3   1  10   4   0.39405   8896.70  10.68638     1.268     1.268    14.652     0.338     0.140     0.557     0.069
  12   3  -1   4   0.39397   8894.74  10.68466     0.556     0.550    14.639     0.338     0.140     0.557     0.030
  10   7  -8   4   0.39392   8893.62  10.68368     0.010     0.010    14.632     0.338     0.140     0.557     0.001
  11   3   1   4   0.39386   8892.35  10.68256     0.410     0.401    14.623     0.338     0.140     0.557     0.022
   4   5   8   4   0.39384   8891.97  10.68222     0.056     0.054    14.621     0.338     0.140     0.557     0.003
   5  10  -5   4   0.39378   8890.64  10.68106     0.455     0.439    14.612     0.338     0.140     0.557     0.025
   1  11   0   4   0.39372   8889.11  10.67971     1.069     1.022    14.602     0.338     0.140     0.557     0.058
   1   5  10   4   0.39370   8888.78  10.67942     0.041     0.039    14.600     0.338     0.140     0.557     0.002
   1  11  -1   4   0.39368   8888.21  10.67891     1.057     1.005    14.596     0.338     0.140     0.556     0.058
   0  11   1   4   0.39367   8888.10  10.67882     1.116     1.061    14.596     0.338     0.140     0.556     0.061
   0  10   5   4   0.39367   8888.04  10.67877     0.465     0.442    14.595     0.338     0.140     0.556     0.025
   0   4  11   4   0.39366   8887.80  10.67856     0.577     0.547    14.594     0.338     0.140     0.556     0.031
  13   2  -3   4   0.39359   8886.38  10.67731     0.937     0.884    14.584     0.339     0.140     0.556     0.051
   9   8  -7   4   0.39355   8885.31  10.67637     0.624     0.587    14.577     0.339     0.140     0.556     0.034
  13   3  -4   4   0.39348   8883.74  10.67498     1.446     1.358    14.567     0.339     0.140     0.556     0.079
   2   7   8   4   0.39347   8883.65  10.67490     0.156     0.146    14.566     0.339     0.140     0.556     0.008
  12   0   0   2   0.39344   8882.79  10.67415     0.004     0.004     7.280     0.339     0.140     0.556     0.000
   8   9  -4   4   0.39343   8882.61  10.67399     0.001     0.001    14.560     0.339     0.140     0.556     0.000
  10   0 -13   2   0.39332   8880.07  10.67175     0.223     0.214     7.271     0.339     0.140     0.556     0.006
  10   5 -11   4   0.39331   8880.04  10.67172     0.030     0.029    14.543     0.339     0.140     0.556     0.002
  10   2   3   4   0.39328   8879.23  10.67101     0.844     0.817    14.537     0.339     0.140     0.556     0.046
   4   9   4   4   0.39321   8877.64  10.66961     0.071     0.070    14.527     0.339     0.140     0.556     0.004
   2   8   7   4   0.39319   8877.33  10.66934     0.560     0.558    14.525     0.339     0.140     0.556     0.030
   9   3   4   4   0.39307   8874.62  10.66695     1.293     1.347    14.507     0.339     0.139     0.556     0.070
   3   0 -13   2   0.39290   8870.66  10.66345     0.152     0.165     7.241     0.339     0.139     0.555     0.004
   1   5 -11   4   0.39286   8869.80  10.66269     0.038     0.041    14.476     0.339     0.139     0.555     0.002
   7   9   0   4   0.39263   8864.64  10.65813     0.746     0.784    14.442     0.339     0.139     0.555     0.040
   8   3 -13   4   0.39235   8858.32  10.65253     0.004     0.003    14.401     0.340     0.139     0.555     0.000
   8   9  -3   4   0.39234   8858.10  10.65234     1.280     1.244    14.400     0.340     0.139     0.555     0.069
   8   7 -10   4   0.39231   8857.40  10.65172     0.058     0.056    14.395     0.340     0.139     0.555     0.003
   5   3 -13   4   0.39217   8854.31  10.64898     0.006     0.006    14.375     0.340     0.139     0.554     0.000
   5   9   3   4   0.39216   8854.10  10.64879     1.223     1.182    14.374     0.340     0.139     0.554     0.066
   7   8  -9   4   0.39212   8853.19  10.64799     0.440     0.426    14.368     0.340     0.139     0.554     0.024
   2   7 -10   4   0.39204   8851.24  10.64626     0.147     0.142    14.355     0.340     0.139     0.554     0.008
   2   8  -9   4   0.39192   8848.58  10.64390     0.445     0.430    14.338     0.340     0.139     0.554     0.024
  12   1   0   4   0.39183   8846.62  10.64216     0.075     0.072    14.325     0.340     0.139     0.554     0.004
   6  10  -3   4   0.39174   8844.60  10.64037     1.412     1.345    14.312     0.340     0.138     0.554     0.075
  10   1 -13   4   0.39171   8843.93  10.63977     1.187     1.126    14.308     0.340     0.138     0.554     0.063
   8   9  -5   4   0.39171   8843.78  10.63964     0.848     0.803    14.307     0.340     0.138     0.554     0.045
   3  10   3   4   0.39162   8841.83  10.63791     1.323     1.236    14.294     0.340     0.138     0.554     0.071
  10   6 -10   4   0.39151   8839.38  10.63574     0.073     0.067    14.278     0.340     0.138     0.553     0.004
   3   9   5   4   0.39146   8838.16  10.63465     0.747     0.682    14.270     0.340     0.138     0.553     0.040
  11   6  -2   4   0.39135   8835.63  10.63240     0.817     0.740    14.254     0.340     0.138     0.553     0.043
   3   1 -13   4   0.39130   8834.63  10.63151     1.145     1.035    14.248     0.341     0.138     0.553     0.061
   4   9  -8   4   0.39130   8834.61  10.63149     0.068     0.061    14.247     0.341     0.138     0.553     0.004
   9   6   2   4   0.39117   8831.55  10.62877     0.808     0.735    14.228     0.341     0.138     0.553     0.043
  12   4 -10   4   0.39107   8829.36  10.62682     0.000     0.000    14.214     0.341     0.138     0.553     0.000
   0   6  10   4   0.39106   8829.19  10.62667     0.116     0.108    14.212     0.341     0.138     0.553     0.006
   2  11  -1   4   0.39097   8827.14  10.62485     0.003     0.003    14.199     0.341     0.138     0.553     0.000
   1  11   1   4   0.39096   8826.84  10.62457     0.005     0.005    14.197     0.341     0.138     0.553     0.000
  13   3  -9   4   0.39090   8825.49  10.62337     0.598     0.568    14.189     0.341     0.138     0.553     0.032
   8   5 -12   4   0.39088   8825.12  10.62304     0.000     0.000    14.186     0.341     0.138     0.553     0.000
   1  11  -2   4   0.39084   8824.18  10.62220     0.000     0.000    14.180     0.341     0.138     0.552     0.000
   7   9  -7   4   0.39070   8820.91  10.61929     1.170     1.096    14.159     0.341     0.138     0.552     0.062
   4   5 -12   4   0.39067   8820.24  10.61869     0.094     0.088    14.155     0.341     0.138     0.552     0.005
   6  10  -2   4   0.39059   8818.62  10.61725     0.001     0.001    14.145     0.341     0.138     0.552     0.000
   3  10  -6   4   0.39056   8817.84  10.61655     1.507     1.374    14.140     0.341     0.138     0.552     0.079
   4  10   2   4   0.39050   8816.60  10.61544     0.009     0.008    14.132     0.341     0.137     0.552     0.000
   0   9   7   4   0.39047   8815.94  10.61485     1.255     1.124    14.127     0.341     0.137     0.552     0.066
   2   4  10   4   0.39044   8815.14  10.61414     0.180     0.160    14.122     0.341     0.137     0.552     0.010
   4   3   9   4   0.39021   8809.97  10.60952     0.754     0.650    14.089     0.341     0.137     0.552     0.040
   6  10  -4   4   0.39012   8808.02  10.60778     0.005     0.004    14.077     0.342     0.137     0.551     0.000
   5   9  -8   4   0.39000   8805.22  10.60528     1.116     0.981    14.059     0.342     0.137     0.551     0.059
  13   2 -10   4   0.38999   8805.08  10.60515     0.123     0.108    14.058     0.342     0.137     0.551     0.006
   2  10   4   4   0.38998   8804.79  10.60489     0.074     0.065    14.056     0.342     0.137     0.551     0.004
   3   9  -8   4   0.38993   8803.61  10.60383     1.117     0.992    14.048     0.342     0.137     0.551     0.059
  12   5  -3   4   0.38983   8801.37  10.60183     0.160     0.145    14.034     0.342     0.137     0.551     0.008
  13   4  -6   4   0.38967   8797.76  10.59860     0.791     0.732    14.011     0.342     0.137     0.551     0.041
   2  11   0   4   0.38967   8797.81  10.59864     0.031     0.029    14.011     0.342     0.137     0.551     0.002
   9   5   3   4   0.38955   8795.03  10.59614     0.208     0.197    13.994     0.342     0.137     0.551     0.011
   2  11  -2   4   0.38952   8794.29  10.59549     0.030     0.028    13.989     0.342     0.137     0.551     0.002
   0  11   2   4   0.38950   8793.89  10.59513     0.011     0.010    13.987     0.342     0.137     0.551     0.001
  13   0  -2   2   0.38934   8790.38  10.59198     1.256     1.219     6.982     0.342     0.137     0.550     0.033
   3   2  10   4   0.38928   8788.97  10.59071     0.119     0.115    13.955     0.342     0.137     0.550     0.006
   4  10  -6   4   0.38926   8788.42  10.59022     0.003     0.003    13.952     0.342     0.136     0.550     0.000
  12   3 -11   4   0.38922   8787.69  10.58957     1.248     1.206    13.947     0.342     0.136     0.550     0.065
   2  10  -6   4   0.38920   8787.22  10.58914     0.069     0.066    13.944     0.342     0.136     0.550     0.004
  13   4  -7   4   0.38916   8786.36  10.58836     0.033     0.032    13.939     0.342     0.136     0.550     0.002
  10   4 -12   4   0.38915   8786.11  10.58814     0.021     0.020    13.937     0.342     0.136     0.550     0.001
   7   4   6   4   0.38914   8785.70  10.58778     0.752     0.717    13.935     0.342     0.136     0.550     0.039
  11   0   2   2   0.38913   8785.57  10.58765     1.277     1.216     6.967     0.342     0.136     0.550     0.033
   2   4 -12   4   0.38873   8776.49  10.57949     0.206     0.176    13.876     0.343     0.136     0.549     0.011
   1   3  11   4   0.38859   8773.38  10.57669     1.291     1.088    13.857     0.343     0.136     0.549     0.067
   6   4   7   4   0.38858   8773.05  10.57639     0.078     0.065    13.854     0.343     0.136     0.549     0.004
   8   9  -2   4   0.38852   8771.79  10.57526     0.007     0.006    13.847     0.343     0.136     0.549     0.000
   6   9   2   4   0.38840   8769.00  10.57274     0.000     0.000    13.829     0.343     0.136     0.549     0.000
  11   6  -9   4   0.38835   8767.85  10.57171     0.114     0.095    13.822     0.343     0.136     0.549     0.006
  11   3 -12   4   0.38823   8765.32  10.56943     1.392     1.157    13.806     0.343     0.136     0.549     0.072
   2   6   9   4   0.38783   8756.21  10.56120     0.152     0.129    13.748     0.344     0.135     0.548     0.008
  12   0 -12   2   0.38779   8755.31  10.56038     0.047     0.040     6.871     0.344     0.135     0.548     0.001
  13   1  -2   4   0.38779   8755.32  10.56039     0.189     0.161    13.743     0.344     0.135     0.548     0.010
  14   0  -7   2   0.38773   8753.87  10.55908     1.392     1.190     6.867     0.344     0.135     0.548     0.036
   1   3 -12   4   0.38770   8753.40  10.55866     1.326     1.134    13.731     0.344     0.135     0.548     0.068
  11   1   2   4   0.38758   8750.56  10.55609     0.186     0.158    13.713     0.344     0.135     0.548     0.010
  13   4  -5   4   0.38745   8747.73  10.55352     1.260     1.063    13.695     0.344     0.135     0.548     0.064
   9   8  -1   4   0.38739   8746.26  10.55220     0.845     0.709    13.686     0.344     0.135     0.548     0.043
   8   8   1   4   0.38731   8744.58  10.55068     0.806     0.672    13.676     0.344     0.135     0.547     0.041
   8   9  -6   4   0.38729   8744.05  10.55019     0.018     0.015    13.672     0.344     0.135     0.547     0.001
   0   0  12   2   0.38716   8741.05  10.54747     0.000     0.000     6.827     0.344     0.135     0.547     0.000
  12   2   0   4   0.38714   8740.68  10.54714     0.003     0.003    13.651     0.344     0.135     0.547     0.000
   9   3 -13   4   0.38710   8739.72  10.54627     0.998     0.818    13.645     0.344     0.135     0.547     0.051
   7   0   7   2   0.38708   8739.32  10.54591     1.187     0.972     6.821     0.344     0.135     0.547     0.030
  12   5  -9   4   0.38705   8738.68  10.54533     0.091     0.075    13.639     0.344     0.135     0.547     0.005
  10   2 -13   4   0.38703   8738.08  10.54478     0.251     0.205    13.635     0.344     0.135     0.547     0.013
   2   9   6   4   0.38703   8738.12  10.54482     0.067     0.055    13.635     0.344     0.135     0.547     0.003
  10   7  -1   4   0.38701   8737.60  10.54434     1.544     1.261    13.632     0.344     0.135     0.547     0.079
   8   4   5   4   0.38699   8737.35  10.54412     1.426     1.164    13.630     0.344     0.135     0.547     0.073
   9   7   1   4   0.38692   8735.72  10.54264     1.469     1.196    13.620     0.344     0.135     0.547     0.075
  14   0  -6   2   0.38692   8735.56  10.54250     0.000     0.000     6.810     0.344     0.135     0.547     0.000
   4   3 -13   4   0.38682   8733.31  10.54045     1.073     0.872    13.605     0.344     0.134     0.547     0.054
   6  10  -1   4   0.38675   8731.73  10.53902     0.675     0.549    13.595     0.345     0.134     0.547     0.034
   5  10   1   4   0.38670   8730.65  10.53803     0.692     0.563    13.589     0.345     0.134     0.547     0.035
   9   6 -11   4   0.38664   8729.32  10.53682     0.225     0.184    13.580     0.345     0.134     0.547     0.011
   3   2 -13   4   0.38663   8729.12  10.53664     0.195     0.159    13.579     0.345     0.134     0.547     0.010
   3   5   9   4   0.38646   8725.39  10.53325     0.123     0.100    13.556     0.345     0.134     0.546     0.006
   8   0   6   2   0.38634   8722.58  10.53069     0.155     0.127     6.769     0.345     0.134     0.546     0.004
   2   6 -11   4   0.38630   8721.75  10.52994     0.256     0.210    13.533     0.345     0.134     0.546     0.013
  12   1 -12   4   0.38626   8720.66  10.52894     0.059     0.048    13.526     0.345     0.134     0.546     0.003
  14   1  -7   4   0.38619   8719.24  10.52765     0.174     0.142    13.518     0.345     0.134     0.546     0.009
  11   7  -5   4   0.38618   8719.06  10.52749     0.664     0.543    13.517     0.345     0.134     0.546     0.033
   6   9  -8   4   0.38610   8717.24  10.52582     0.003     0.002    13.505     0.345     0.134     0.546     0.000
  13   4  -8   4   0.38597   8714.22  10.52307     1.545     1.243    13.487     0.345     0.134     0.546     0.078
   2   9  -8   4   0.38596   8714.10  10.52297     0.080     0.064    13.486     0.345     0.134     0.546     0.004
  14   0  -8   2   0.38585   8711.57  10.52066     0.009     0.007     6.735     0.345     0.134     0.545     0.000
   6  10  -5   4   0.38584   8711.18  10.52030     0.264     0.211    13.468     0.345     0.134     0.545     0.013
   6   7   5   4   0.38582   8710.74  10.51990     0.804     0.642    13.465     0.345     0.134     0.545     0.040
  11   7  -6   4   0.38577   8709.67  10.51892     1.544     1.230    13.458     0.345     0.133     0.545     0.078
  13   3  -3   4   0.38576   8709.58  10.51884     0.494     0.393    13.458     0.345     0.133     0.545     0.025
   3  11  -1   4   0.38572   8708.60  10.51795     1.034     0.823    13.452     0.345     0.133     0.545     0.052
   2  11   1   4   0.38570   8708.11  10.51750     1.125     0.896    13.449     0.345     0.133     0.545     0.056
   1  10   5   4   0.38568   8707.76  10.51718     0.214     0.170    13.447     0.345     0.133     0.545     0.011
   0   1  12   4   0.38563   8706.57  10.51609     0.288     0.229    13.439     0.346     0.133     0.545     0.014
   3  11  -2   4   0.38561   8706.04  10.51561     1.342     1.070    13.436     0.346     0.133     0.545     0.067
   1  11   2   4   0.38557   8705.26  10.51490     1.336     1.067    13.431     0.346     0.133     0.545     0.067
   7   1   7   4   0.38556   8704.86  10.51453     0.232     0.186    13.429     0.346     0.133     0.545     0.012
  10   3   3   4   0.38547   8702.85  10.51269     0.643     0.518    13.416     0.346     0.133     0.545     0.032
   2  11  -3   4   0.38540   8701.30  10.51128     1.239     1.006    13.407     0.346     0.133     0.545     0.062
  14   1  -6   4   0.38539   8701.15  10.51113     0.033     0.026    13.406     0.346     0.133     0.545     0.002
   1  11  -3   4   0.38538   8701.01  10.51101     1.170     0.951    13.405     0.346     0.133     0.545     0.058
   5  10  -6   4   0.38537   8700.74  10.51076     0.324     0.264    13.403     0.346     0.133     0.545     0.016
   5   7   6   4   0.38535   8700.30  10.51036     1.491     1.217    13.401     0.346     0.133     0.545     0.075
