PWDR PG3_45614_200K.gsa Bank 1 Mn3Ga_monoclinic  Reflection List 
   h   k   l   m   d-space       TOF       wid     Fo**2     Fc**2     Icorr      Prfo     Trans      ExtP      I100 
   5   0  -9   2   0.59239  13374.67  36.37624     0.511     0.522    39.286     0.225     0.136     0.837     0.548
   4   0  -9   2   0.59238  13374.44  41.91239     1.101     1.126    39.284     0.225     0.136     0.837     1.178
   5   6  -1   4   0.59242  13375.55  23.37718     3.099     3.148    78.593     0.225     0.136     0.837     6.638
   4   6   1   4   0.59241  13375.32  24.50015     3.163     3.215    78.588     0.225     0.136     0.837     6.774
   7   2  -8   4   0.59152  13355.20  27.18650     3.081     3.139    78.116     0.225     0.136     0.836     6.560
   1   2  -8   4   0.59147  13353.96  51.08278     2.995     3.064    78.087     0.225     0.136     0.836     6.374
   8   3  -6   4   0.59140  13352.52  23.71865     0.225     0.229    78.053     0.225     0.136     0.836     0.479
   2   3   6   4   0.59134  13350.97  40.39526     0.507     0.518    78.017     0.225     0.136     0.836     1.078
   5   6  -4   4   0.59026  13326.70  23.33085     3.167     3.226    77.451     0.226     0.136     0.834     6.686
   1   6   4   4   0.59023  13326.09  26.80842     3.128     3.187    77.437     0.226     0.136     0.834     6.602
   8   0   0   2   0.59020  13325.29  25.63313     0.068     0.070    38.709     0.226     0.136     0.834     0.072
   9   0  -6   2   0.58967  13313.30  23.32907     3.067     3.127    38.570     0.226     0.136     0.834     3.224
   3   0   6   2   0.58959  13311.46  48.60925     2.922     3.018    38.549     0.226     0.136     0.833     3.070
   4   6  -5   4   0.58896  13297.42  24.42520     3.047     3.218    76.773     0.226     0.137     0.833     6.375
   1   6  -5   4   0.58895  13297.03  26.77914     3.036     3.206    76.764     0.226     0.137     0.833     6.352
   9   1  -3   4   0.58811  13278.09  23.11879     0.310     0.343    76.327     0.227     0.137     0.831     0.645
   6   1   3   4   0.58806  13276.95  31.37861     0.114     0.125    76.301     0.227     0.137     0.831     0.237
   6   3  -8   4   0.58737  13261.52  28.14973     0.092     0.101    75.947     0.227     0.137     0.830     0.190
   2   3  -8   4   0.58734  13260.71  40.24324     0.535     0.574    75.929     0.227     0.137     0.830     1.107
   5   1  -9   4   0.58696  13252.14  35.46688     2.504     2.643    75.732     0.227     0.137     0.830     5.169
   4   1  -9   4   0.58695  13251.91  40.55046     2.003     2.104    75.727     0.227     0.137     0.830     4.133
   3   7  -1   4   0.58626  13236.25  22.77371     2.139     2.112    75.370     0.227     0.137     0.829     4.395
   2   7   1   4   0.58625  13236.13  23.33309     2.274     2.246    75.367     0.227     0.137     0.829     4.672
   3   7  -2   4   0.58583  13226.74  22.76511     2.724     2.625    75.153     0.227     0.137     0.828     5.579
   1   7   2   4   0.58583  13226.54  23.68299     2.665     2.573    75.149     0.227     0.137     0.828     5.458
   2   7  -3   4   0.58513  13210.81  23.31003     2.644     2.591    74.792     0.228     0.137     0.827     5.389
   1   7  -3   4   0.58513  13210.74  23.66852     2.449     2.402    74.790     0.228     0.137     0.827     4.993
   8   1   0   4   0.58483  13204.09  25.27436     0.377     0.377    74.640     0.228     0.138     0.827     0.767
   9   1  -6   4   0.58431  13192.43  23.04083     0.129     0.135    74.377     0.228     0.138     0.826     0.262
   3   1   6   4   0.58423  13190.64  46.51765     0.076     0.079    74.336     0.228     0.138     0.826     0.155
   6   5   0   4   0.58337  13171.14  23.93233     0.156     0.167    73.898     0.228     0.138     0.825     0.313
   6   0  -9   2   0.58329  13169.21  31.74434     2.959     3.124    36.927     0.228     0.138     0.825     2.978
   3   0  -9   2   0.58326  13168.55  48.25524     2.982     3.086    36.920     0.228     0.138     0.825     3.000
   8   0  -8   2   0.58123  13122.77  25.43942     0.009     0.009    36.409     0.229     0.138     0.822     0.009
   0   0   8   2   0.58116  13121.21  65.51789     0.816     0.786    36.392     0.229     0.138     0.822     0.810
   9   2  -4   4   0.58025  13100.63  22.45481     1.650     1.517    72.328     0.230     0.139     0.820     3.254
   5   2   4   4   0.58019  13099.27  33.32478     1.493     1.364    72.298     0.230     0.139     0.820     2.942
   9   2  -5   4   0.57903  13073.03  22.43116     0.180     0.145    71.720     0.230     0.139     0.818     0.352
   4   2   5   4   0.57896  13071.46  37.37290     0.529     0.446    71.686     0.230     0.139     0.818     1.034
   6   5  -6   4   0.57845  13060.00  23.83313     0.037     0.031    71.435     0.230     0.139     0.818     0.072
   0   5   6   4   0.57841  13059.13  30.71383     0.406     0.347    71.416     0.230     0.139     0.818     0.790
   6   1  -9   4   0.57810  13052.19  31.12243     0.104     0.092    71.264     0.230     0.139     0.817     0.202
   3   1  -9   4   0.57807  13051.54  46.20072     0.002     0.002    71.250     0.230     0.139     0.817     0.005
   7   5  -3   4   0.57777  13044.61  22.33247     1.800     1.643    71.099     0.231     0.139     0.817     3.488
   4   5   3   4   0.57773  13043.82  26.93092     2.220     1.997    71.082     0.231     0.139     0.817     4.301
   3   7   0   4   0.57755  13039.78  22.60165     0.030     0.027    70.993     0.231     0.139     0.816     0.058
   7   5  -4   4   0.57683  13023.40  22.31466     3.462     2.827    70.637     0.231     0.139     0.815     6.665
   3   5   4   4   0.57679  13022.45  28.36404     3.257     2.684    70.617     0.231     0.139     0.815     6.269
   3   7  -3   4   0.57635  13012.56  22.57871     0.032     0.025    70.402     0.231     0.140     0.815     0.061
   0   7   3   4   0.57634  13012.34  23.61607     0.000     0.000    70.398     0.231     0.140     0.815     0.000
   9   0  -2   2   0.57631  13011.81  23.06021     0.289     0.231    35.193     0.231     0.140     0.815     0.277
   7   0   2   2   0.57628  13011.04  28.11913     0.311     0.251    35.185     0.231     0.140     0.815     0.298
   8   1  -8   4   0.57610  13006.97  25.09293     0.493     0.395    70.282     0.231     0.140     0.814     0.945
   0   1   8   4   0.57603  13005.45  60.58035     0.001     0.001    70.249     0.231     0.140     0.814     0.001
   8   4  -4   4   0.57521  12986.96  22.18479     0.335     0.275    69.850     0.232     0.140     0.813     0.637
   4   4   4   4   0.57516  12985.82  30.07494     0.189     0.158    69.826     0.232     0.140     0.813     0.360
   5   6   0   4   0.57474  12976.21  23.01945     0.492     0.419    69.619     0.232     0.140     0.812     0.933
   8   3  -1   4   0.57405  12960.65  23.36720     0.217     0.198    69.286     0.232     0.140     0.811     0.409
   7   3   1   4   0.57403  12960.30  25.44577     0.282     0.258    69.278     0.232     0.140     0.811     0.532
   7   4   0   4   0.57306  12938.44  23.85973     1.424     1.442    68.812     0.233     0.140     0.810     2.671
   9   2  -3   4   0.57259  12927.76  22.31038     2.726     2.837    68.585     0.233     0.140     0.809     5.097
   6   2   3   4   0.57254  12926.70  29.66256     2.942     3.028    68.563     0.233     0.140     0.809     5.498
   4   5  -7   4   0.57243  12924.01  26.81768     2.574     2.666    68.506     0.233     0.140     0.809     4.806
   3   5  -7   4   0.57242  12923.85  28.26596     2.135     2.207    68.502     0.233     0.140     0.809     3.987
   8   4  -3   4   0.57190  12912.19  22.12400     0.226     0.236    68.255     0.233     0.141     0.808     0.421
   5   4   3   4   0.57186  12911.29  27.81924     0.242     0.251    68.236     0.233     0.141     0.808     0.450
   5   2  -9   4   0.57153  12903.80  33.08557     0.487     0.507    68.078     0.233     0.141     0.808     0.904
   4   2  -9   4   0.57152  12903.59  37.12474     1.055     1.094    68.074     0.233     0.141     0.808     1.957
   5   6  -5   4   0.57145  12902.09  22.95808     1.171     1.235    68.042     0.233     0.141     0.808     2.171
   0   6   5   4   0.57143  12901.51  26.58310     0.784     0.824    68.030     0.233     0.141     0.808     1.454
   9   1  -2   4   0.57131  12898.89  22.78998     2.805     2.971    67.975     0.233     0.141     0.808     5.196
   7   1   2   4   0.57128  12898.15  27.67315     2.735     2.879    67.959     0.233     0.141     0.808     5.065
   9   0  -7   2   0.57040  12878.23  22.94934     1.618     1.682    33.770     0.234     0.141     0.806     1.490
   2   0   7   2   0.57032  12876.45  54.85271     0.987     1.008    33.751     0.234     0.141     0.806     0.908
   7   5  -2   4   0.56995  12868.08  22.18819     0.113     0.115    67.327     0.234     0.141     0.806     0.208
   5   5   2   4   0.56992  12867.53  25.21688     0.095     0.097    67.316     0.234     0.141     0.806     0.175
   8   4  -5   4   0.56983  12865.31  22.08668     1.515     1.529    67.270     0.234     0.141     0.805     2.777
   3   4   5   4   0.56977  12864.05  32.07611     1.232     1.246    67.243     0.234     0.141     0.805     2.258
   8   2   0   4   0.56956  12859.43  24.28757     0.068     0.068    67.147     0.234     0.141     0.805     0.124
   9   2  -6   4   0.56909  12848.66  22.24714     3.042     3.038    66.922     0.234     0.141     0.804     5.548
   3   2   6   4   0.56901  12847.01  41.54353     2.902     2.933    66.887     0.234     0.141     0.804     5.290
   4   4  -8   4   0.56890  12844.33  29.92532     0.289     0.292    66.832     0.234     0.141     0.804     0.527
   8   3  -7   4   0.56782  12819.97  23.25133     0.167     0.177    66.326     0.235     0.142     0.803     0.303
   1   3   7   4   0.56775  12818.54  41.65293     0.037     0.038    66.297     0.235     0.142     0.803     0.066
   7   5  -5   4   0.56725  12807.28  22.14053     0.154     0.164    66.064     0.235     0.142     0.802     0.278
   2   5   5   4   0.56721  12806.26  29.35095     0.017     0.018    66.043     0.235     0.142     0.802     0.031
   7   4  -7   4   0.56674  12795.60  23.74108     0.296     0.304    65.823     0.235     0.142     0.801     0.531
   0   4   7   4   0.56669  12794.49  35.60269     0.720     0.737    65.800     0.235     0.142     0.801     1.291
   7   0  -9   2   0.56627  12784.98  27.89934     1.317     1.325    32.803     0.235     0.142     0.800     1.178
   2   0  -9   2   0.56622  12783.96  54.52279     0.659     0.667    32.792     0.235     0.142     0.800     0.589
   7   3  -8   4   0.56590  12776.60  25.28492     0.045     0.045    65.433     0.235     0.142     0.800     0.081
   1   3  -8   4   0.56585  12775.52  41.57266     0.011     0.011    65.411     0.235     0.142     0.800     0.020
   9   1  -7   4   0.56555  12768.73  22.68635     1.529     1.500    65.272     0.236     0.142     0.799     2.720
   2   1   7   4   0.56547  12766.99  51.86042     2.087     2.102    65.237     0.236     0.142     0.799     3.710
   6   6  -3   4   0.56528  12762.63  21.69597     3.082     3.050    65.148     0.236     0.142     0.799     5.472
   3   6   3   4   0.56525  12762.03  24.95082     3.026     3.009    65.135     0.236     0.142     0.799     5.371
   5   4  -8   4   0.56482  12752.28  27.66780     0.903     0.922    64.936     0.236     0.142     0.798     1.599
   3   4  -8   4   0.56480  12751.92  31.94725     0.736     0.751    64.929     0.236     0.142     0.798     1.302
   4   7  -2   4   0.56451  12745.36  21.65845     0.006     0.006    64.796     0.236     0.142     0.798     0.010
   2   7   2   4   0.56450  12745.09  22.91814     0.105     0.110    64.790     0.236     0.142     0.798     0.186
   5   5  -7   4   0.56420  12738.30  25.10618     0.048     0.050    64.652     0.236     0.142     0.798     0.084
   2   5  -7   4   0.56418  12737.83  29.28172     0.007     0.007    64.643     0.236     0.142     0.798     0.012
   6   2  -9   4   0.56334  12718.99  29.44906     2.893     3.036    64.261     0.237     0.143     0.796     5.067
   3   2  -9   4   0.56332  12718.39  41.30549     2.882     2.999    64.249     0.237     0.143     0.796     5.046
   2   7  -4   4   0.56300  12711.23  22.89188     0.062     0.065    64.104     0.237     0.143     0.796     0.109
   3   6  -6   4   0.56188  12685.91  24.88733     3.027     3.063    63.595     0.237     0.143     0.794     5.246
   6   6  -2   4   0.56189  12686.06  21.63903     0.005     0.005    63.598     0.237     0.143     0.794     0.008
   4   6   2   4   0.56187  12685.62  23.89317     0.029     0.030    63.589     0.237     0.143     0.794     0.051
   7   1  -9   4   0.56152  12677.82  27.46614     1.789     1.777    63.433     0.237     0.143     0.794     3.093
   2   1  -9   4   0.56148  12676.83  51.57612     2.432     2.430    63.413     0.237     0.143     0.794     4.202
   8   2  -8   4   0.56149  12677.14  24.13793     0.008     0.008    63.419     0.237     0.143     0.794     0.014
   0   2   8   4   0.56143  12675.73  50.57398     0.761     0.759    63.391     0.237     0.143     0.794     1.314
   4   7  -1   4   0.56089  12663.54  21.59809     2.756     2.664    63.148     0.238     0.143     0.793     4.743
   3   7   1   4   0.56088  12663.38  22.30265     2.747     2.657    63.145     0.238     0.143     0.793     4.727
   6   6  -4   4   0.56041  12652.67  21.61468     0.086     0.083    62.931     0.238     0.143     0.792     0.148
   2   6   4   4   0.56038  12651.97  25.65735     0.477     0.463    62.917     0.238     0.143     0.792     0.819
   8   4  -2   4   0.56033  12650.85  21.92365     0.286     0.277    62.895     0.238     0.143     0.792     0.491
   6   4   2   4   0.56030  12650.24  25.51652     0.504     0.489    62.883     0.238     0.143     0.792     0.864
   4   7  -3   4   0.55991  12641.36  21.58203     2.055     2.003    62.706     0.238     0.143     0.791     3.511
   1   7   3   4   0.55989  12641.03  23.19215     2.169     2.118    62.700     0.238     0.143     0.791     3.707
   3   7  -4   4   0.55904  12621.90  22.27197     2.191     2.204    62.321     0.238     0.144     0.790     3.721
   1   7  -4   4   0.55904  12621.73  23.17743     2.257     2.272    62.318     0.238     0.144     0.790     3.834
   4   6  -6   4   0.55795  12597.16  23.82375     0.000     0.000    61.834     0.239     0.144     0.789     0.000
   2   6  -6   4   0.55794  12596.90  25.61099     0.382     0.418    61.829     0.239     0.144     0.789     0.644
   9   2  -2   4   0.55706  12577.01  22.04269     0.208     0.224    61.439     0.239     0.144     0.787     0.349
   7   2   2   4   0.55703  12576.32  26.45280     0.227     0.244    61.426     0.239     0.144     0.787     0.381
   8   4  -6   4   0.55644  12563.11  21.86039     0.091     0.096    61.168     0.239     0.144     0.787     0.151
   2   4   6   4   0.55638  12561.83  33.55719     0.160     0.168    61.143     0.239     0.144     0.787     0.267
   9   3  -4   4   0.55600  12553.17  21.26972     1.594     1.667    60.975     0.240     0.144     0.786     2.649
   5   3   4   4   0.55595  12551.97  30.15204     1.624     1.692    60.952     0.240     0.144     0.786     2.698
   9   3  -5   4   0.55492  12528.88  21.25298     2.896     2.976    60.504     0.240     0.145     0.784     4.776
   4   3   5   4   0.55486  12527.50  33.08820     2.557     2.630    60.478     0.240     0.145     0.784     4.215
   7   5  -1   4   0.55438  12516.67  21.92613     2.759     2.878    60.269     0.240     0.145     0.784     4.532
   6   5   1   4   0.55437  12516.39  23.39332     2.649     2.760    60.263     0.240     0.145     0.784     4.352
   6   4  -8   4   0.55308  12487.23  25.38180     0.360     0.360    59.704     0.241     0.145     0.782     0.586
   2   4  -8   4   0.55305  12486.55  33.46409     0.097     0.097    59.691     0.241     0.145     0.782     0.158
   9   0  -1   2   0.55251  12474.37  22.64177     1.833     1.785    29.729     0.241     0.145     0.781     1.486
   8   0   1   2   0.55249  12474.02  24.88334     1.558     1.515    29.726     0.241     0.145     0.781     1.262
   9   2  -7   4   0.55171  12456.26  21.95769     1.767     1.634    59.114     0.242     0.145     0.780     2.847
   2   2   7   4   0.55164  12454.65  45.15776     1.047     0.979    59.083     0.242     0.145     0.780     1.686
   6   6  -1   4   0.55066  12432.69  21.46137     1.470     1.315    58.667     0.242     0.145     0.778     2.351
   5   6   1   4   0.55065  12432.46  22.60145     1.524     1.365    58.663     0.242     0.145     0.778     2.437
   7   5  -6   4   0.55027  12423.79  21.86195     2.082     1.885    58.500     0.242     0.146     0.778     3.320
   1   5   6   4   0.55023  12422.80  29.76009     2.139     1.948    58.481     0.242     0.146     0.778     3.410
   4   7   0   4   0.54949  12406.26  21.41941     0.095     0.087    58.170     0.242     0.146     0.777     0.150
   9   3  -3   4   0.54925  12400.83  21.16715     0.350     0.324    58.068     0.243     0.146     0.776     0.554
   6   3   3   4   0.54921  12399.90  27.32743     0.126     0.117    58.051     0.243     0.146     0.776     0.200
   6   5  -7   4   0.54875  12389.55  23.30032     1.896     1.798    57.857     0.243     0.146     0.776     2.990
   1   5  -7   4   0.54872  12388.83  29.72589     2.245     2.132    57.844     0.243     0.146     0.776     3.539
   5   3  -9   4   0.54832  12379.68  29.97507     2.578     2.496    57.673     0.243     0.146     0.775     4.053
   4   3  -9   4   0.54831  12379.49  32.90992     2.056     1.986    57.670     0.243     0.146     0.775     3.232
   9   1  -1   4   0.54810  12374.78  22.39805     1.248     1.231    57.582     0.243     0.146     0.775     1.959
   8   1   1   4   0.54808  12374.43  24.57009     1.560     1.534    57.575     0.243     0.146     0.775     2.447
   7   2  -9   4   0.54797  12371.82  26.27902     1.310     1.288    57.527     0.243     0.146     0.775     2.054
   2   2  -9   4   0.54793  12370.90  44.96009     0.673     0.648    57.510     0.243     0.146     0.775     1.055
   6   6  -5   4   0.54789  12370.05  21.41983     0.351     0.349    57.494     0.243     0.146     0.774     0.550
   1   6   5   4   0.54786  12369.33  25.94008     0.527     0.519    57.481     0.243     0.146     0.774     0.825
   4   7  -4   4   0.54765  12364.66  21.39201     0.171     0.170    57.394     0.243     0.146     0.774     0.268
   0   7   4   4   0.54764  12364.33  23.10991     0.397     0.393    57.388     0.243     0.146     0.774     0.621
   5   6  -6   4   0.54662  12341.43  22.53814     0.574     0.548    56.964     0.244     0.146     0.773     0.891
   1   6  -6   4   0.54660  12340.94  25.91688     0.681     0.644    56.955     0.244     0.146     0.773     1.057
   8   3   0   4   0.54658  12340.48  22.89196     0.366     0.348    56.946     0.244     0.146     0.773     0.568
   9   3  -6   4   0.54616  12330.96  21.12196     0.143     0.128    56.771     0.244     0.147     0.772     0.221
   3   3   6   4   0.54609  12329.50  35.88284     0.083     0.074    56.744     0.244     0.147     0.772     0.129
   9   0  -8   2   0.54524  12310.31  22.52742     0.413     0.337    28.196     0.244     0.147     0.771     0.317
   1   0   8   2   0.54517  12308.70  58.67382     0.505     0.435    28.181     0.244     0.147     0.771     0.388
   8   0  -9   2   0.54332  12266.80  24.72315     0.296     0.247    27.799     0.245     0.147     0.768     0.225
   1   0  -9   2   0.54326  12265.54  58.46682     0.676     0.585    27.788     0.245     0.147     0.768     0.512
   0   8   0   2   0.54326  12265.52  20.66747     0.339     0.281    27.788     0.245     0.147     0.768     0.257
  10   0  -5   2   0.54242  12246.56  20.63230     3.034     2.757    27.616     0.246     0.147     0.767     2.284
   5   0   5   2   0.54235  12245.07  34.82405     2.953     2.658    27.603     0.246     0.147     0.767     2.222
   8   4  -1   4   0.54191  12235.08  21.63983     3.043     2.835    55.025     0.246     0.147     0.766     4.564
   7   4   1   4   0.54190  12234.78  23.31951     2.912     2.702    55.020     0.246     0.147     0.766     4.367
   6   3  -9   4   0.54108  12216.21  27.16711     0.098     0.087    54.687     0.246     0.148     0.765     0.147
   3   3  -9   4   0.54105  12215.67  35.72041     0.002     0.002    54.677     0.246     0.148     0.765     0.004
   9   1  -8   4   0.54100  12214.56  22.29049     3.034     2.650    54.657     0.246     0.148     0.765     4.519
   1   1   8   4   0.54093  12212.99  55.00356     2.654     2.384    54.629     0.246     0.148     0.765     3.951
  10   0  -4   2   0.53986  12188.76  20.59761     0.000     0.000    27.098     0.247     0.148     0.763     0.000
   6   0   4   2   0.53980  12187.51  30.66234     0.272     0.247    27.087     0.247     0.148     0.763     0.201
   1   8   0   4   0.53970  12185.13  20.53469     0.919     0.840    54.132     0.247     0.148     0.763     1.355
   1   8  -1   4   0.53959  12182.65  20.53323     0.743     0.681    54.088     0.247     0.148     0.763     1.096
   0   8   1   4   0.53959  12182.63  20.61754     0.821     0.752    54.088     0.247     0.148     0.763     1.210
   8   3  -8   4   0.53943  12179.11  22.78179     0.400     0.367    54.025     0.247     0.148     0.763     0.588
   0   3   8   4   0.53938  12177.86  41.20198     0.001     0.001    54.003     0.247     0.148     0.762     0.001
   8   1  -9   4   0.53912  12172.06  24.41876     3.016     2.767    53.900     0.247     0.148     0.762     4.431
   1   1  -9   4   0.53907  12170.83  54.83035     2.428     2.242    53.879     0.247     0.148     0.762     3.565
  10   1  -5   4   0.53824  12152.28  20.44580     0.298     0.275    53.551     0.248     0.148     0.761     0.435
   5   7  -2   4   0.53823  12151.92  20.46287     2.068     1.910    53.545     0.248     0.148     0.761     3.018
   3   7   2   4   0.53821  12151.61  21.95142     2.089     1.931    53.539     0.248     0.148     0.761     3.048
   5   1   5   4   0.53818  12150.82  34.01436     0.189     0.176    53.525     0.248     0.148     0.761     0.276
   5   7  -3   4   0.53769  12139.66  20.45575     2.842     2.662    53.329     0.248     0.148     0.760     4.130
   2   7   3   4   0.53767  12139.26  22.48703     2.590     2.431    53.322     0.248     0.148     0.760     3.764
  10   0  -6   2   0.53768  12139.50  20.56861     0.123     0.116    26.663     0.248     0.148     0.760     0.090
   4   0   6   2   0.53761  12137.87  39.68459     0.761     0.721    26.649     0.248     0.148     0.760     0.552
   8   4  -7   4   0.53666  12116.51  21.56571     2.856     2.839    52.923     0.248     0.149     0.759     4.119
   1   4   7   4   0.53661  12115.30  34.23735     2.827     2.804    52.902     0.248     0.149     0.759     4.076
   3   7  -5   4   0.53594  12100.37  21.91920     2.331     2.410    52.642     0.249     0.149     0.758     3.344
   2   7  -5   4   0.53594  12100.28  22.46179     2.043     2.112    52.640     0.249     0.149     0.758     2.931
  10   1  -4   4   0.53574  12095.80  20.41326     0.271     0.285    52.562     0.249     0.149     0.757     0.388
   6   1   4   4   0.53569  12094.57  30.10250     0.378     0.393    52.541     0.249     0.149     0.757     0.541
   9   3  -2   4   0.53550  12090.24  20.97439     2.625     2.805    52.466     0.249     0.149     0.757     3.753
   7   3   2   4   0.53547  12089.63  24.74103     2.558     2.718    52.455     0.249     0.149     0.757     3.657
   9   2  -1   4   0.53547  12089.71  21.71908     1.623     1.734    52.457     0.249     0.149     0.757     2.320
   8   2   1   4   0.53546  12089.39  23.70132     1.382     1.472    52.451     0.249     0.149     0.757     1.975
   7   4  -8   4   0.53504  12079.88  23.21363     2.677     2.880    52.286     0.249     0.149     0.756     3.815
   1   4  -8   4   0.53500  12078.96  34.18948     2.672     2.812    52.270     0.249     0.149     0.756     3.806
   8   5  -4   4   0.53461  12070.30  20.28468     0.021     0.022    52.121     0.249     0.149     0.756     0.030
   4   5   4   4   0.53457  12069.39  26.08379     0.376     0.397    52.105     0.249     0.149     0.756     0.533
   5   0 -10   2   0.53419  12060.87  34.57526     2.721     2.793    25.979     0.249     0.149     0.755     1.927
  10   1  -6   4   0.53361  12047.65  20.38604     0.160     0.159    51.730     0.250     0.149     0.754     0.225
   4   1   6   4   0.53354  12046.06  38.49748     0.020     0.020    51.703     0.250     0.149     0.754     0.028
   6   6   0   4   0.53294  12032.62  21.21050     0.205     0.193    51.473     0.250     0.149     0.753     0.287
   7   5   0   4   0.53289  12031.32  21.61098     1.741     1.634    51.450     0.250     0.149     0.753     2.441
   2   8  -1   4   0.53268  12026.62  20.19854     3.225     2.984    51.370     0.250     0.149     0.753     4.516
   1   8   1   4   0.53268  12026.56  20.44354     3.220     2.980    51.369     0.250     0.149     0.753     4.508
   1   8  -2   4   0.53236  12019.42  20.43956     3.251     2.986    51.247     0.250     0.149     0.753     4.541
   8   5  -3   4   0.53195  12010.21  20.25131     2.960     2.761    51.090     0.250     0.150     0.752     4.121
   5   5   3   4   0.53192  12009.48  24.54037     2.805     2.635    51.078     0.250     0.150     0.752     3.905
   5   7  -1   4   0.53168  12004.09  20.37899     0.113     0.107    50.986     0.251     0.150     0.752     0.157
   4   7   1   4   0.53167  12003.92  21.16971     0.052     0.050    50.983     0.251     0.150     0.752     0.073
   6   0 -10   2   0.53082  11984.59  30.44872     0.044     0.043    25.328     0.251     0.150     0.750     0.031
   4   0 -10   2   0.53080  11984.22  39.40406     0.710     0.692    25.325     0.251     0.150     0.750     0.490
   9   3  -7   4   0.53074  11982.86  20.91228     1.459     1.417    50.627     0.251     0.150     0.750     2.013
   2   3   7   4   0.53068  11981.43  38.09926     2.035     1.986    50.602     0.251     0.150     0.750     2.807
  10   0  -3   2   0.53030  11972.90  20.47415     1.660     1.628    25.229     0.251     0.150     0.750     1.141
   7   0   3   2   0.53026  11971.95  27.17187     1.576     1.547    25.221     0.251     0.150     0.750     1.083
   8   5  -5   4   0.53028  11972.45  20.23071     1.572     1.543    50.451     0.251     0.150     0.750     2.161
   3   5   5   4   0.53023  11971.43  27.39398     1.699     1.669    50.434     0.251     0.150     0.750     2.336
   5   1 -10   4   0.53020  11970.78  33.78098     0.004     0.004    50.423     0.251     0.150     0.750     0.006
   5   7  -4   4   0.53011  11968.73  20.35957     0.034     0.034    50.388     0.251     0.150     0.749     0.047
   1   7   4   4   0.53009  11968.29  22.72378     0.017     0.017    50.381     0.251     0.150     0.749     0.024
   4   5  -8   4   0.52953  11955.53  25.99358     0.246     0.244    50.166     0.252     0.150     0.749     0.337
   2   8   0   4   0.52942  11953.12  20.15861     0.020     0.020    50.126     0.252     0.150     0.748     0.027
   6   6  -6   4   0.52918  11947.70  21.16126     0.299     0.295    50.035     0.252     0.150     0.748     0.408
   4   7  -5   4   0.52917  11947.51  21.13720     0.041     0.040    50.032     0.252     0.150     0.748     0.055
   0   6   6   4   0.52915  11947.04  25.78177     0.206     0.203    50.024     0.252     0.150     0.748     0.281
   1   7  -5   4   0.52916  11947.23  22.71039     0.000     0.000    50.027     0.252     0.150     0.748     0.001
   2   8  -2   4   0.52901  11943.78  20.15361     0.046     0.045    49.969     0.252     0.150     0.748     0.062
   0   8   2   4   0.52901  11943.71  20.48152     0.181     0.177    49.968     0.252     0.150     0.748     0.246
   9   2  -8   4   0.52885  11940.19  21.62906     0.332     0.327    49.909     0.252     0.150     0.748     0.452
   1   2   8   4   0.52878  11938.72  47.10483     0.425     0.423    49.885     0.252     0.150     0.748     0.577
   7   6  -3   4   0.52866  11935.92  20.04091     1.471     1.451    49.838     0.252     0.150     0.747     1.998
   4   6   3   4   0.52863  11935.31  23.35173     1.112     1.102    49.828     0.252     0.150     0.747     1.511
   7   6  -4   4   0.52794  11919.66  20.03233     0.355     0.361    49.567     0.252     0.150     0.746     0.480
   3   6   4   4   0.52791  11918.93  24.30595     0.403     0.409    49.555     0.252     0.150     0.746     0.545
   7   5  -7   4   0.52779  11916.21  21.54281     2.630     2.676    49.510     0.252     0.150     0.746     3.548
   0   5   7   4   0.52775  11915.31  29.52888     2.198     2.238    49.495     0.252     0.150     0.746     2.965
   7   3  -9   4   0.52741  11907.63  24.60894     1.635     1.677    49.367     0.253     0.151     0.746     2.199
   2   3  -9   4   0.52737  11906.81  37.97272     2.231     2.295    49.353     0.253     0.151     0.746     3.001
   8   2  -9   4   0.52709  11900.47  23.57304     0.231     0.240    49.249     0.253     0.151     0.745     0.310
   1   2  -9   4   0.52704  11899.32  46.99117     0.548     0.570    49.230     0.253     0.151     0.745     0.736
   6   1 -10   4   0.52690  11896.19  29.90035     0.519     0.543    49.178     0.253     0.151     0.745     0.695
   4   1 -10   4   0.52689  11895.83  38.23848     0.006     0.006    49.172     0.253     0.151     0.745     0.008
   9   4  -4   4   0.52665  11890.52  19.95192     1.311     1.392    49.084     0.253     0.151     0.744     1.754
   5   4   4   4   0.52660  11889.50  26.90975     1.176     1.250    49.067     0.253     0.151     0.744     1.573
  10   1  -3   4   0.52639  11884.75  20.29723     1.224     1.325    48.989     0.253     0.151     0.744     1.634
   7   1   3   4   0.52635  11883.83  26.77778     1.161     1.252    48.974     0.253     0.151     0.744     1.549
  10   2  -5   4   0.52627  11881.99  19.92416     2.452     2.679    48.943     0.253     0.151     0.744     3.271
   5   5  -8   4   0.52624  11881.19  24.44893     1.819     1.980    48.930     0.253     0.151     0.744     2.426
   3   5  -8   4   0.52622  11880.90  27.31624     1.943     2.109    48.925     0.253     0.151     0.744     2.591
   5   2   5   4   0.52621  11880.63  31.88239     2.389     2.583    48.921     0.253     0.151     0.744     3.186
  10   0  -7   2   0.52619  11880.04  20.42377     0.129     0.141    24.456     0.253     0.151     0.744     0.086
   3   0   7   2   0.52611  11878.39  44.99573     0.269     0.288    24.442     0.253     0.151     0.744     0.179
   9   4  -5   4   0.52574  11869.87  19.94125     0.120     0.133    48.744     0.253     0.151     0.743     0.159
