PWDR PG3_45614_200K.gsa Bank 1 Manganese oxide  Reflection List 
   h   k   l   m   d-space       TOF       wid     Fo**2     Fc**2     Icorr      Prfo     Trans      ExtP      I100 
   8   4   6   8   0.48070  10853.09  12.31401     0.438     0.360    16.104     0.277     0.158     0.680     0.013
   5  17   2   8   0.48061  10851.14  12.31223     1.174     0.973    16.093     0.277     0.158     0.679     0.035
   1   9   8   8   0.48043  10846.94  12.30842    10.528     8.909    16.068     0.277     0.158     0.679     0.317
   8  12   3   8   0.48037  10845.53  12.30714     0.000     0.000    16.060     0.277     0.158     0.679     0.000
   0   2   9   4   0.48035  10845.10  12.30675     7.659     6.529     8.029     0.277     0.158     0.679     0.115
   1   1   9   8   0.48027  10843.38  12.30519     7.613     6.528    16.047     0.277     0.158     0.679     0.229
   2  16   5   8   0.48027  10843.34  12.30515     9.824     8.425    16.047     0.277     0.158     0.679     0.296
  11   3   0   4   0.48004  10838.23  12.30052    10.405     9.037     8.008     0.278     0.158     0.679     0.156
   6  16   2   8   0.47977  10832.17  12.29504     1.103     0.969    15.981     0.278     0.158     0.678     0.033
   2  12   7   8   0.47946  10825.15  12.28869     0.222     0.197    15.939     0.278     0.158     0.678     0.007
  10   0   4   4   0.47945  10824.93  12.28849     9.603     8.503     7.969     0.278     0.158     0.678     0.143
   4   6   8   8   0.47929  10821.14  12.28506    10.034     8.877    15.916     0.278     0.158     0.678     0.299
   3  19   0   4   0.47867  10807.13  12.27244     4.186     3.683     7.917     0.278     0.158     0.677     0.062
   5   3   8   8   0.47860  10805.74  12.27119    10.049     8.857    15.825     0.278     0.158     0.677     0.298
   5   9   7   8   0.47788  10789.29  12.25642     0.224     0.196    15.729     0.279     0.158     0.676     0.007
  10   6   3   8   0.47764  10783.94  12.25162     0.000     0.000    15.698     0.279     0.158     0.675     0.000
  11   3   1   8   0.47714  10772.70  12.24158     0.444     0.433    15.633     0.279     0.158     0.674     0.013
  10   2   4   8   0.47700  10769.54  12.23875     0.346     0.341    15.614     0.279     0.158     0.674     0.010
   7  11   5   8   0.47687  10766.55  12.23609     8.450     8.331    15.597     0.279     0.158     0.674     0.247
   3  17   4   8   0.47651  10758.39  12.22882     1.825     1.758    15.550     0.280     0.158     0.674     0.053
   9  11   2   8   0.47638  10755.62  12.22636     3.079     2.907    15.534     0.280     0.158     0.673     0.090
   4  18   2   8   0.47638  10755.51  12.22625     9.468     8.932    15.533     0.280     0.158     0.673     0.276
   7   3   7   8   0.47608  10748.75  12.22024     0.213     0.195    15.494     0.280     0.158     0.673     0.006
   3  19   1   8   0.47579  10742.16  12.21439     5.749     5.255    15.456     0.280     0.158     0.673     0.167
   1   3   9   8   0.47538  10732.87  12.20616     0.000     0.000    15.403     0.280     0.158     0.672     0.000
  10   8   2   8   0.47497  10723.79  12.19813     2.955     2.894    15.351     0.281     0.158     0.671     0.085
   8  14   0   4   0.47456  10714.43  12.18986     3.517     3.638     7.649     0.281     0.158     0.671     0.050
   9   5   5   8   0.47449  10712.93  12.18854     8.007     8.268    15.289     0.281     0.158     0.671     0.229
   7  15   2   8   0.47394  10700.39  12.17750     8.627     8.858    15.217     0.281     0.158     0.670     0.246
   7  13   4   8   0.47355  10691.64  12.16981     1.731     1.740    15.167     0.281     0.159     0.669     0.049
  11   1   2   8   0.47343  10688.93  12.16743     0.954     0.948    15.152     0.281     0.159     0.669     0.027
   1  15   6   8   0.47324  10684.73  12.16375     8.721     8.498    15.128     0.282     0.159     0.669     0.247
   0   4   9   4   0.47306  10680.51  12.16005     1.208     1.145     7.552     0.282     0.159     0.669     0.017
   2   2   9   8   0.47277  10673.93  12.15429     1.263     1.145    15.067     0.282     0.159     0.668     0.036
   0  18   4   4   0.47238  10665.18  12.14664     9.725     8.883     7.509     0.282     0.159     0.668     0.137
   0  20   0   2   0.47210  10658.95  12.14121     0.357     0.330     3.746     0.282     0.159     0.667     0.003
   8  14   1   8   0.47176  10651.11  12.13437     5.920     5.184    14.939     0.282     0.159     0.667     0.166
   0  10   8   4   0.47085  10630.65  12.11659     1.885     1.346     7.412     0.283     0.159     0.666     0.026
  11   5   0   4   0.47041  10620.83  12.10808     4.696     3.589     7.385     0.283     0.159     0.665     0.065
   1  13   7   8   0.47008  10613.37  12.10162     7.148     5.689    14.728     0.283     0.159     0.664     0.197
  10   4   4   8   0.46986  10608.31  12.09725     2.114     1.718    14.700     0.284     0.159     0.664     0.058
   7   9   6   8   0.46977  10606.39  12.09560    10.288     8.400    14.689     0.284     0.159     0.664     0.283
   0  20   1   4   0.46934  10596.60  12.08715     1.177     0.971     7.318     0.284     0.159     0.663     0.016
   5   5   8   8   0.46906  10590.25  12.08168     1.552     1.338    14.600     0.284     0.159     0.663     0.042
  11   3   2   8   0.46874  10583.03  12.07546     9.501     8.705    14.560     0.284     0.159     0.663     0.259
   8   6   6   8   0.46871  10582.27  12.07481     9.086     8.369    14.556     0.284     0.159     0.663     0.248
   1  19   3   8   0.46825  10571.95  12.06595     5.782     5.474    14.500     0.285     0.159     0.662     0.157
  11   5   1   8   0.46768  10559.14  12.05497     5.144     5.111    14.429     0.285     0.159     0.661     0.139
   6   8   7   8   0.46760  10557.22  12.05332     5.645     5.640    14.419     0.285     0.159     0.661     0.153
   3  19   2   8   0.46746  10554.06  12.05062     3.557     3.552    14.402     0.285     0.159     0.661     0.096
   7   5   7   8   0.46668  10536.58  12.03569     5.655     5.622    14.307     0.286     0.159     0.660     0.152
   9   9   4   8   0.46660  10534.69  12.03408     8.792     8.707    14.296     0.286     0.159     0.660     0.236
   5  17   3   8   0.46656  10533.80  12.03332     8.027     7.930    14.291     0.286     0.159     0.660     0.215
   1  17   5   8   0.46623  10526.32  12.02695     7.585     7.175    14.251     0.286     0.159     0.659     0.203
   1   5   9   8   0.46602  10521.62  12.02295     7.432     6.772    14.225     0.286     0.159     0.659     0.198
   2   4   9   8   0.46581  10516.90  12.01894     7.681     6.767    14.200     0.286     0.159     0.658     0.204
   6  16   3   8   0.46579  10516.45  12.01855     9.009     7.913    14.197     0.286     0.159     0.658     0.240
   3   9   8   8   0.46561  10512.29  12.01502     9.823     8.378    14.175     0.286     0.159     0.658     0.261
   3   1   9   8   0.46546  10509.04  12.01226     8.138     6.759    14.158     0.286     0.159     0.658     0.216
   2  18   4   8   0.46516  10502.26  12.00650     1.703     1.326    14.121     0.286     0.159     0.658     0.045
  10  10   0   4   0.46501  10498.82  12.00359     0.440     0.329     7.051     0.287     0.159     0.657     0.006
   2  20   0   4   0.46490  10496.31  12.00147     6.010     4.389     7.045     0.287     0.159     0.657     0.079
   6   0   8   4   0.46374  10470.11  11.97932    10.624     8.323     6.974     0.287     0.159     0.656     0.139
   2  10   8   8   0.46370  10469.28  11.97862     0.460     0.363    13.944     0.287     0.159     0.655     0.012
   8  14   2   8   0.46363  10467.67  11.97726     4.413     3.509    13.936     0.287     0.159     0.655     0.115
   4  14   6   8   0.46298  10453.00  11.96491     3.937     3.579    13.858     0.288     0.159     0.654     0.102
   4   8   8   8   0.46288  10450.71  11.96297     0.381     0.360    13.846     0.288     0.159     0.654     0.010
   9  11   3   8   0.46269  10446.36  11.95932     5.286     5.366    13.823     0.288     0.159     0.654     0.137
   4  18   3   8   0.46268  10446.25  11.95923     0.409     0.416    13.822     0.288     0.159     0.654     0.011
   5  13   6   8   0.46237  10439.13  11.95325     3.301     3.569    13.785     0.288     0.159     0.654     0.085
  10  10   1   8   0.46237  10439.22  11.95333     0.886     0.958    13.785     0.288     0.159     0.654     0.023
   2  20   1   8   0.46226  10436.76  11.95126     4.356     4.757    13.772     0.288     0.159     0.653     0.112
   8  10   5   8   0.46189  10428.31  11.94417     6.425     7.069    13.727     0.288     0.159     0.653     0.165
   0   6   9   4   0.46161  10422.10  11.93897     0.044     0.047     6.847     0.289     0.159     0.653     0.001
   6   2   8   8   0.46152  10419.96  11.93718     0.339     0.360    13.684     0.289     0.159     0.652     0.009
  10   8   3   8   0.46139  10417.18  11.93485     5.082     5.341    13.669     0.289     0.159     0.652     0.130
   0  20   2   4   0.46134  10415.92  11.93380     0.310     0.324     6.831     0.289     0.159     0.652     0.004
   8  12   4   8   0.46105  10409.48  11.92841     1.259     1.317    13.629     0.289     0.159     0.652     0.032
   3   3   9   8   0.46100  10408.35  11.92747     0.045     0.047    13.623     0.289     0.159     0.652     0.001
   9   7   5   8   0.46074  10402.32  11.92243     6.626     7.039    13.591     0.289     0.159     0.651     0.169
   7  15   3   8   0.46044  10395.73  11.91693     0.382     0.412    13.557     0.289     0.159     0.651     0.010
   5  15   5   8   0.46013  10388.54  11.91094     0.000     0.000    13.519     0.290     0.159     0.650     0.000
  11   1   3   8   0.45998  10385.22  11.90817     6.807     7.751    13.502     0.290     0.159     0.650     0.172
  11   5   2   8   0.45976  10380.34  11.90411     3.081     3.462    13.477     0.290     0.159     0.650     0.078
   9  13   0   4   0.45965  10377.90  11.90207     3.893     4.308     6.732     0.290     0.159     0.650     0.049
   3  15   6   8   0.45906  10364.43  11.89087     7.557     8.248    13.394     0.290     0.159     0.649     0.190
  10   6   4   8   0.45864  10354.99  11.88304     1.214     1.311    13.345     0.291     0.159     0.648     0.030
   9   1   6   8   0.45860  10354.00  11.88222     3.306     3.523    13.340     0.291     0.159     0.648     0.083
   4  16   5   8   0.45855  10353.03  11.88142     0.950     0.996    13.335     0.291     0.159     0.648     0.024
   4  12   7   8   0.45785  10337.20  11.86830     0.000     0.000    13.254     0.291     0.159     0.647     0.000
   0  16   6   4   0.45750  10329.16  11.86165     0.390     0.337     6.606     0.291     0.159     0.647     0.005
   1  11   8   8   0.45733  10325.45  11.85858     1.909     1.697    13.194     0.291     0.159     0.646     0.047
   6  12   6   8   0.45727  10324.00  11.85738     9.141     8.196    13.186     0.291     0.159     0.646     0.226
   6  14   5   8   0.45723  10323.14  11.85667     1.108     0.997    13.182     0.291     0.159     0.646     0.027
   9  13   1   8   0.45710  10320.32  11.85434     5.204     4.666    13.168     0.291     0.159     0.646     0.128
  11   7   0   4   0.45700  10317.94  11.85238     4.838     4.269     6.578     0.292     0.159     0.646     0.060
   0  14   7   4   0.45676  10312.58  11.84795     6.016     5.073     6.564     0.292     0.159     0.646     0.074
   3  13   7   8   0.45617  10299.26  11.83697     7.059     5.818    13.060     0.292     0.159     0.645     0.173
   5   7   8   8   0.45576  10289.90  11.82926     2.065     1.687    13.013     0.292     0.159     0.644     0.050
  11   3   3   8   0.45567  10288.01  11.82771     0.497     0.406    13.004     0.292     0.159     0.644     0.012
   5  11   7   8   0.45513  10275.69  11.81758     6.723     5.794    12.941     0.293     0.159     0.643     0.163
   6   4   8   8   0.45504  10273.73  11.81596     1.936     1.682    12.931     0.293     0.159     0.643     0.047
   2   6   9   8   0.45487  10269.91  11.81283     0.000     0.000    12.912     0.293     0.159     0.643     0.000
  10  10   2   8   0.45471  10266.35  11.80990     0.353     0.324    12.894     0.293     0.159     0.643     0.009
   2  20   2   8   0.45461  10264.00  11.80798     4.559     4.235    12.883     0.293     0.159     0.643     0.110
   3  19   3   8   0.45449  10261.40  11.80584     5.235     4.869    12.869     0.293     0.159     0.642     0.126
  11   7   1   8   0.45449  10261.36  11.80581     4.968     4.620    12.869     0.293     0.159     0.642     0.120
   9   3   6   8   0.45433  10257.66  11.80278     8.869     8.106    12.851     0.293     0.159     0.642     0.214
   7   7   7   8   0.45358  10240.65  11.78884     6.497     5.011    12.766     0.294     0.159     0.641     0.155
   8   8   6   8   0.45333  10235.06  11.78427     0.422     0.332    12.738     0.294     0.159     0.641     0.010
  10   2   5   8   0.45307  10229.20  11.77948     1.195     0.988    12.709     0.294     0.159     0.640     0.028
   1   7   9   8   0.45297  10226.91  11.77761     6.927     5.887    12.697     0.294     0.159     0.640     0.165
   3  17   5   8   0.45265  10219.65  11.77168     6.776     6.151    12.661     0.294     0.159     0.640     0.161
   8   2   7   8   0.45261  10218.93  11.77108     6.296     5.739    12.658     0.294     0.159     0.640     0.149
   3   5   9   8   0.45246  10215.35  11.76817     6.353     5.875    12.640     0.294     0.159     0.640     0.151
   4   2   9   8   0.45201  10205.28  11.75994     6.367     5.865    12.590     0.295     0.159     0.639     0.150
   6  18   0   4   0.45197  10204.43  11.75925     1.355     1.246     6.293     0.295     0.159     0.639     0.016
   8  14   3   8   0.45098  10181.94  11.74093     4.283     4.803    12.476     0.295     0.159     0.637     0.100
   2  16   6   8   0.45093  10180.95  11.74013     0.781     0.885    12.471     0.295     0.159     0.637     0.018
   5  19   0   4   0.45061  10173.62  11.73416     1.728     2.045     6.217     0.296     0.159     0.637     0.020
   1  19   4   8   0.45031  10166.87  11.72868     2.214     2.652    12.402     0.296     0.159     0.637     0.051
   2  14   7   8   0.45023  10165.07  11.72722     0.856     1.020    12.393     0.296     0.159     0.636     0.020
   7  13   5   8   0.45011  10162.38  11.72503     5.201     6.094    12.380     0.296     0.159     0.636     0.121
   9  13   2   8   0.44970  10153.19  11.71757     4.084     4.157    12.335     0.296     0.159     0.636     0.094
   6  18   1   8   0.44955  10149.68  11.71472     0.000     0.000    12.318     0.296     0.159     0.635     0.000
   0  18   5   4   0.44910  10139.65  11.70658     0.552     0.400     6.135     0.297     0.159     0.635     0.006
   7  17   0   4   0.44910  10139.60  11.70654     2.808     2.035     6.135     0.297     0.159     0.635     0.032
   0  20   3   4   0.44887  10134.30  11.70224     1.376     0.938     6.122     0.297     0.159     0.635     0.016
   5  17   4   8   0.44880  10132.93  11.70113     1.269     0.862    12.237     0.297     0.159     0.634     0.029
   6  10   7   8   0.44823  10119.91  11.69059     1.298     1.014    12.174     0.297     0.159     0.634     0.030
   5  19   1   8   0.44820  10119.36  11.69014     6.873     5.420    12.172     0.297     0.159     0.634     0.157
   6  16   4   8   0.44812  10117.48  11.68862     1.060     0.859    12.163     0.297     0.159     0.633     0.024
   7  11   6   8   0.44811  10117.31  11.68849     1.077     0.875    12.162     0.297     0.159     0.633     0.025
   1  21   0   4   0.44804  10115.62  11.68711     9.276     7.664     6.077     0.297     0.159     0.633     0.106
  11   5   3   8   0.44741  10101.51  11.67570     5.137     4.735    12.086     0.298     0.159     0.632     0.116
  11   7   2   8   0.44721  10097.03  11.67208     4.405     4.119    12.065     0.298     0.159     0.632     0.100
   0  12   8   4   0.44703  10092.81  11.66867     1.506     1.387     6.022     0.298     0.159     0.632     0.017
  10   4   5   8   0.44694  10090.74  11.66700     6.687     6.018    12.035     0.298     0.159     0.632     0.151
   0   8   9   4   0.44690  10089.94  11.66635     1.206     1.073     6.015     0.298     0.159     0.632     0.014
   7  17   1   8   0.44672  10085.88  11.66307     6.457     5.386    12.011     0.298     0.159     0.631     0.145
   8   4   7   8   0.44650  10080.88  11.65903     1.322     1.011    11.988     0.298     0.159     0.631     0.030
   9   5   6   8   0.44614  10072.78  11.65250     1.226     0.867    11.949     0.299     0.158     0.631     0.027
   4   4   9   8   0.44592  10067.78  11.64846     1.522     1.070    11.925     0.299     0.158     0.630     0.034
   1  21   1   8   0.44568  10062.28  11.64402     0.242     0.171    11.899     0.299     0.158     0.630     0.005
   9  11   4   8   0.44535  10055.02  11.63817     3.588     2.604    11.865     0.299     0.158     0.630     0.080
   4  18   4   8   0.44535  10054.93  11.63810    11.000     7.984    11.865     0.299     0.158     0.630     0.245
  12   0   0   2   0.44525  10052.65  11.63626     1.703     1.231     2.963     0.299     0.158     0.629     0.009
   4  20   0   4   0.44512  10049.71  11.63389     0.434     0.307     5.920     0.299     0.158     0.629     0.005
   6   6   8   8   0.44483  10043.11  11.62857     2.032     1.381    11.809     0.300     0.158     0.629     0.045
   3  11   8   8   0.44449  10035.53  11.62247     1.727     1.207    11.773     0.300     0.158     0.628     0.038
  10   8   4   8   0.44420  10028.99  11.61721     3.586     2.592    11.743     0.300     0.158     0.628     0.079
   9   9   5   8   0.44413  10027.31  11.61586     0.538     0.393    11.735     0.300     0.158     0.628     0.012
   4  10   8   8   0.44407  10025.98  11.61478     1.634     1.204    11.729     0.300     0.158     0.628     0.036
   7  15   4   8   0.44335  10009.85  11.60181     8.936     7.917    11.653     0.301     0.158     0.627     0.195
  12   2   0   4   0.44328  10008.23  11.60051     2.208     1.988     5.823     0.301     0.158     0.627     0.024
  11   1   4   8   0.44294  10000.46  11.59426     0.897     0.840    11.610     0.301     0.158     0.626     0.020
   2  18   5   8   0.44289   9999.33  11.59335     0.000     0.000    11.604     0.301     0.158     0.626     0.000
   4  20   1   8   0.44280   9997.40  11.59180     0.964     0.912    11.595     0.301     0.158     0.626     0.021
  10  10   3   8   0.44276   9996.37  11.59097     0.973     0.925    11.591     0.301     0.158     0.626     0.021
   2  20   3   8   0.44266   9994.20  11.58923     4.573     4.407    11.581     0.301     0.158     0.626     0.099
   6  18   2   8   0.44250   9990.58  11.58632     1.237     1.225    11.564     0.301     0.158     0.626     0.027
   8  16   0   4   0.44223   9984.45  11.58139     0.309     0.309     5.768     0.301     0.158     0.625     0.003
   7   1   8   8   0.44209   9981.29  11.57886     1.213     1.194    11.521     0.301     0.158     0.625     0.026
  10  12   0   4   0.44202   9979.78  11.57765     7.681     7.482     5.757     0.301     0.158     0.625     0.083
   5  19   2   8   0.44122   9961.65  11.56309     2.126     1.970    11.430     0.302     0.158     0.624     0.046
  12   2   1   8   0.44099   9956.57  11.55901     5.788     5.263    11.407     0.302     0.158     0.623     0.124
   2  12   8   8   0.44090   9954.40  11.55728     8.744     7.810    11.397     0.302     0.158     0.623     0.187
   2   8   9   8   0.44078   9951.65  11.55507     5.969     5.174    11.385     0.302     0.158     0.623     0.127
  11   9   0   4   0.44078   9951.67  11.55508     8.587     7.444     5.692     0.302     0.158     0.623     0.092
   1  15   7   8   0.44050   9945.53  11.55016     0.054     0.043    11.357     0.302     0.158     0.623     0.001
   3   7   9   8   0.44048   9944.99  11.54972     6.582     5.168    11.354     0.302     0.158     0.623     0.140
   8  16   1   8   0.43996   9933.15  11.54023     1.207     0.903    11.300     0.303     0.158     0.622     0.026
   7  17   2   8   0.43980   9929.72  11.53748     2.552     1.961    11.285     0.303     0.158     0.622     0.054
  10  12   1   8   0.43975   9928.55  11.53655     0.217     0.168    11.279     0.303     0.158     0.622     0.005
   5   9   8   8   0.43966   9926.50  11.53490     9.817     7.769    11.270     0.303     0.158     0.621     0.207
   5   1   9   8   0.43954   9923.77  11.53271     6.352     5.147    11.258     0.303     0.158     0.621     0.134
   8  12   5   8   0.43934   9919.16  11.52902     0.000     0.000    11.237     0.303     0.158     0.621     0.000
   1  17   6   8   0.43925   9917.19  11.52744     1.336     1.150    11.228     0.303     0.158     0.621     0.028
  11   3   4   8   0.43909   9913.57  11.52454     8.622     7.781    11.211     0.303     0.158     0.621     0.181
   1  21   2   8   0.43881   9907.19  11.51942     7.630     7.381    11.182     0.304     0.158     0.620     0.160
  11   9   1   8   0.43853   9900.87  11.51436     0.169     0.168    11.154     0.304     0.158     0.620     0.004
   7   3   8   8   0.43826   9894.90  11.50958     7.619     7.724    11.127     0.304     0.158     0.620     0.159
   9  13   3   8   0.43813   9891.82  11.50711     4.307     4.322    11.113     0.304     0.158     0.619     0.090
   3  19   4   8   0.43803   9889.76  11.50546     3.232     3.187    11.104     0.304     0.158     0.619     0.067
   7   9   7   8   0.43770   9882.26  11.49946     0.047     0.043    11.070     0.304     0.158     0.619     0.001
  12   4   0   4   0.43753   9878.44  11.49640     0.343     0.305     5.527     0.305     0.157     0.618     0.004
  10   6   5   8   0.43725   9871.97  11.49122     0.000     0.000    11.024     0.305     0.157     0.618     0.000
   1   9   9   8   0.43716   9869.92  11.48957     0.043     0.043    11.015     0.305     0.157     0.618     0.001
   8   6   7   8   0.43684   9862.74  11.48383     0.044     0.042    10.983     0.305     0.157     0.617     0.001
   4   6   9   8   0.43629   9850.46  11.47400     0.044     0.043    10.929     0.305     0.157     0.617     0.001
  12   0   2   4   0.43619   9848.01  11.47203     1.232     1.210     5.459     0.305     0.157     0.617     0.013
   4  20   2   8   0.43606   9845.24  11.46982     0.305     0.302    10.905     0.306     0.157     0.616     0.006
   3  21   0   4   0.43594   9842.56  11.46767     7.055     7.088     5.447     0.306     0.157     0.616     0.072
  11   7   3   8   0.43582   9839.86  11.46551     4.205     4.279    10.882     0.306     0.157     0.616     0.086
   5   3   9   8   0.43578   9838.85  11.46470     0.042     0.043    10.877     0.306     0.157     0.616     0.001
   8  10   6   8   0.43561   9835.10  11.46170     1.133     1.131    10.861     0.306     0.157     0.616     0.023
  12   4   1   8   0.43533   9828.75  11.45662     0.936     0.896    10.833     0.306     0.157     0.615     0.019
   8  14   4   8   0.43488   9818.57  11.44847     3.119     3.148    10.788     0.306     0.157     0.615     0.063
   9   7   6   8   0.43465   9813.29  11.44425     1.071     1.126    10.765     0.307     0.157     0.614     0.022
   0   0  10   2   0.43457   9811.49  11.44281     1.351     1.430     2.689     0.307     0.157     0.614     0.007
  12   2   2   8   0.43434   9806.24  11.43861     1.804     1.915    10.734     0.307     0.157     0.614     0.036
   5  15   6   8   0.43414   9801.72  11.43499     6.832     7.176    10.714     0.307     0.157     0.614     0.137
   3  21   1   8   0.43377   9793.40  11.42833     0.039     0.041    10.678     0.307     0.157     0.613     0.001
   1  13   8   8   0.43357   9788.98  11.42479     2.427     2.557    10.658     0.307     0.157     0.613     0.048
   8  16   2   8   0.43334   9783.86  11.42070     0.293     0.303    10.636     0.307     0.157     0.613     0.006
  10  12   2   8   0.43315   9779.47  11.41718     7.214     7.206    10.617     0.308     0.157     0.612     0.144
   0  20   4   4   0.43299   9775.82  11.41426     0.318     0.308     5.301     0.308     0.157     0.612     0.003
   4  16   6   8   0.43281   9771.88  11.41110     0.335     0.317    10.584     0.308     0.157     0.612     0.007
   0   2  10   4   0.43274   9770.18  11.40975     2.175     2.043     5.288     0.308     0.157     0.612     0.022
   1   1  10   8   0.43268   9768.92  11.40874     2.182     2.042    10.571     0.308     0.157     0.612     0.043
   4  14   7   8   0.43219   9757.84  11.39986     4.739     4.550    10.523     0.308     0.157     0.611     0.093
  11   9   2   8   0.43198   9753.01  11.39600     7.331     7.169    10.503     0.308     0.157     0.611     0.144
   9  15   0   4   0.43189   9750.98  11.39438     7.180     6.965     5.247     0.309     0.157     0.610     0.071
   6  14   6   8   0.43170   9746.73  11.39097     0.339     0.313    10.475     0.309     0.156     0.610     0.007
   5  13   7   8   0.43169   9746.54  11.39082     4.922     4.540    10.475     0.309     0.156     0.610     0.097
  11   5   4   8   0.43168   9746.38  11.39069     3.374     3.106    10.474     0.309     0.156     0.610     0.066
   6   8   8   8   0.43162   9744.87  11.38948     2.817     2.537    10.467     0.309     0.156     0.610     0.055
   6  18   3   8   0.43146   9741.26  11.38659     0.000     0.000    10.452     0.309     0.156     0.610     0.000
   7   5   8   8   0.43090   9728.63  11.37648     3.348     2.529    10.398     0.309     0.156     0.609     0.065
   5  19   3   8   0.43027   9714.44  11.36511     6.598     5.026    10.337     0.310     0.156     0.608     0.128
   1  19   5   8   0.43001   9708.57  11.36040     6.075     4.703    10.312     0.310     0.156     0.608     0.117
  10   0   6   4   0.42996   9707.56  11.35959     9.095     7.046     5.154     0.310     0.156     0.608     0.088
   0  10   9   4   0.42990   9706.12  11.35844     8.302     6.424     5.151     0.310     0.156     0.608     0.080
   9  15   1   8   0.42977   9703.18  11.35608     0.053     0.040    10.290     0.310     0.156     0.608     0.001
   0  22   0   2   0.42918   9689.93  11.34546     0.664     0.538     2.558     0.310     0.156     0.607     0.003
   1   3  10   8   0.42909   9687.88  11.34382     8.885     7.365    10.225     0.311     0.156     0.607     0.170
   3  15   7   8   0.42900   9685.66  11.34204     0.195     0.165    10.215     0.311     0.156     0.606     0.004
   7  17   3   8   0.42896   9684.81  11.34136     5.835     4.995    10.212     0.311     0.156     0.606     0.112
   2   0  10   4   0.42893   9684.19  11.34086     8.549     7.359     5.105     0.311     0.156     0.606     0.082
  12   4   2   8   0.42892   9684.06  11.34075     0.348     0.300    10.209     0.311     0.156     0.606     0.007
   5  17   5   8   0.42870   9679.00  11.33669     7.725     6.843    10.187     0.311     0.156     0.606     0.148
   9   1   7   8   0.42862   9677.15  11.33522     5.035     4.477    10.180     0.311     0.156     0.606     0.096
   5   5   9   8   0.42854   9675.35  11.33377     7.173     6.384    10.172     0.311     0.156     0.606     0.137
  12   6   0   4   0.42843   9672.92  11.33182     7.736     6.858     5.081     0.311     0.156     0.606     0.074
  10   2   6   8   0.42819   9667.54  11.32750     0.357     0.312    10.139     0.311     0.156     0.605     0.007
   6  16   5   8   0.42810   9665.53  11.32589     7.805     6.828    10.131     0.311     0.156     0.605     0.148
   1  21   3   8   0.42803   9663.91  11.32459     0.183     0.161    10.124     0.311     0.156     0.605     0.003
   3  17   6   8   0.42784   9659.48  11.32104     1.599     1.453    10.105     0.311     0.156     0.605     0.030
   0  16   7   4   0.42772   9656.86  11.31893     1.014     0.958     5.047     0.312     0.156     0.605     0.010
   6  12   7   8   0.42753   9652.65  11.31555     0.161     0.165    10.077     0.312     0.156     0.604     0.003
  10  10   4   8   0.42750   9651.84  11.31490     0.295     0.307    10.073     0.312     0.156     0.604     0.006
   3  21   2   8   0.42743   9650.24  11.31361     6.416     6.827    10.067     0.312     0.156     0.604     0.121
   2  20   4   8   0.42741   9649.89  11.31333     3.560     3.805    10.065     0.312     0.156     0.604     0.067
   0   4  10   4   0.42739   9649.32  11.31288     0.325     0.350     5.031     0.312     0.156     0.604     0.003
   2   2  10   8   0.42717   9644.47  11.30898     0.308     0.349    10.043     0.312     0.155     0.604     0.006
   0  22   1   4   0.42711   9643.02  11.30781     6.559     7.524     5.018     0.312     0.155     0.604     0.062
  12   6   1   8   0.42636   9626.25  11.29434     0.038     0.040     9.967     0.313     0.155     0.603     0.001
   3   9   9   8   0.42590   9615.78  11.28593     0.000     0.000     9.924     0.313     0.155     0.602     0.000
   7  13   6   8   0.42569   9611.08  11.28215     1.378     1.438     9.904     0.313     0.155     0.602     0.026
   9  11   5   8   0.42569   9611.03  11.28211     4.419     4.611     9.904     0.313     0.155     0.602     0.082
   4  18   5   8   0.42569   9610.95  11.28204     0.351     0.366     9.904     0.313     0.155     0.602     0.007
   4  20   3   8   0.42548   9606.39  11.27837     0.834     0.880     9.885     0.313     0.155     0.601     0.015
   9   3   7   8   0.42513   9598.36  11.27191     0.139     0.163     9.852     0.313     0.155     0.601     0.003
   0  18   6   4   0.42484   9591.84  11.26666     5.923     7.368     4.913     0.314     0.155     0.601     0.055
  10   8   5   8   0.42468   9588.29  11.26381     3.693     4.589     9.811     0.314     0.155     0.600     0.068
   2  10   9   8   0.42444   9582.84  11.25941     0.827     1.004     9.788     0.314     0.155     0.600     0.015
   8   8   7   8   0.42431   9579.83  11.25699     0.780     0.953     9.776     0.314     0.155     0.600     0.014
   7  15   5   8   0.42394   9571.56  11.25033     0.275     0.363     9.742     0.314     0.155     0.599     0.005
   4  12   8   8   0.42392   9571.03  11.24990     0.977     1.297     9.740     0.314     0.155     0.599     0.018
  12   2   3   8   0.42388   9570.14  11.24919     3.641     4.880     9.737     0.314     0.155     0.599     0.066
   4   8   9   8   0.42381   9568.58  11.24793     0.738     1.004     9.730     0.314     0.155     0.599     0.013
   2  22   0   4   0.42375   9567.25  11.24685     0.207     0.283     4.862     0.314     0.155     0.599     0.002
   9  15   2   8   0.42360   9563.88  11.24414     4.901     6.708     9.711     0.315     0.154     0.599     0.089
  11   1   5   8   0.42358   9563.35  11.24371     4.899     6.688     9.709     0.315     0.154     0.599     0.089
   9  13   4   8   0.42332   9557.63  11.23910     2.899     3.735     9.686     0.315     0.154     0.598     0.053
   0  14   8   4   0.42305   9551.48  11.23413     2.651     3.081     4.831     0.315     0.154     0.598     0.024
  10   4   6   8   0.42300   9550.41  11.23327     1.241     1.420     9.657     0.315     0.154     0.598     0.022
