PWDR PG3_45598.gsa Bank 1 Mn3Ga  Reflection List 
   h   k   l   m   d-space       TOF       wid     Fo**2     Fc**2     Icorr      Prfo     Trans      ExtP      I100 
   4   2   2   8   1.11565  25188.01  61.51235     0.082     0.089   462.550     0.119     0.058     1.577     0.020
   1   7   2   8   1.11565  25188.01  61.51235     0.027     0.029   462.550     0.119     0.058     1.577     0.007
   0   0   4   2   1.08920  24590.91  58.36387     0.001     0.005   105.055     0.122     0.060     1.540     0.000
   5   1   0   4   1.07444  24257.59  56.63926     0.007     0.011   198.947     0.124     0.061     1.519     0.001
   3   7   0   4   1.07444  24257.59  56.63926     0.023     0.038   198.947     0.124     0.061     1.519     0.002
   2   8   0   4   1.07444  24257.59  56.63926     0.008     0.013   198.947     0.124     0.061     1.519     0.001
   3   3   3   8   1.06331  24006.42  55.35537     0.000     0.000   381.666     0.125     0.062     1.503     0.000
   0   6   3   4   1.06331  24006.42  55.35537     0.000     0.000   190.833     0.125     0.062     1.503     0.000
   0   2   4   4   1.06089  23951.76  55.07775     0.052     0.058   189.101     0.126     0.062     1.500     0.005
   1   1   4   8   1.06089  23951.76  55.07775     0.034     0.038   378.201     0.126     0.062     1.500     0.007
   5   1   1   8   1.04319  23552.06  53.06727     0.054     0.052   353.578     0.128     0.064     1.475     0.010
   2   8   1   8   1.04319  23552.06  53.06727     0.033     0.032   353.578     0.128     0.064     1.475     0.006
   3   7   1   8   1.04319  23552.06  53.06727     0.109     0.106   353.578     0.128     0.064     1.475     0.021
   4   4   2   8   1.03132  23284.13  51.73895     0.000     0.000   337.760     0.129     0.065     1.458     0.000
   0   8   2   4   1.03132  23284.13  51.73895     0.001     0.001   168.880     0.129     0.065     1.458     0.000
   4   6   0   4   1.02200  23073.70  50.70657     0.113     0.102   162.856     0.130     0.066     1.445     0.010
   5   3   0   4   1.02200  23073.70  50.70657     0.008     0.007   162.856     0.130     0.066     1.445     0.001
   1   9   0   4   1.02200  23073.70  50.70657     0.108     0.098   162.856     0.130     0.066     1.445     0.009
   1   3   4   8   1.01032  22810.02  49.42665     0.110     0.093   311.076     0.132     0.067     1.428     0.018
   2   0   4   4   1.01032  22810.02  49.42665     0.194     0.165   155.538     0.132     0.067     1.428     0.016
